company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country
Kaiser Fnd Hosp - Oakland Campus,https://www.linkedin.com/company/kaiser-fnd-hosp---oakland-campus,-,Hospitals and Health Care,-,1001-5000,-,-,Oakland,California,US
Credit.Org Formerly Known As Springboard Nonprofit,https://www.linkedin.com/company/credit.org-formerly-known-as-springboard-nonprofit-,-,Hospitals and Health Care,-,201-500,-,1974,Riverside,California,US
Shadow Fightasd,https://www.linkedin.com/company/shadow-fightasd,-,Hospitals and Health Care,Self-Employed,201-500,-,-,Mountain View,California,US
Saw Mandes,https://www.linkedin.com/company/saw-mandes,-,Hospitals and Health Care,Government Agency,1001-5000,-,1990,Santa Clara,California,US
Catholic Charities Of Fairfield,https://www.linkedin.com/company/catholic-charities-of-fairfield,-,Hospitals and Health Care,-,201-500,-,-,Bridgeport,Connecticut,US
St Mary's Of Michigan Medical Center,https://www.linkedin.com/company/st-mary's-of-michigan-medical-center,-,Hospitals and Health Care,-,501-1000,-,-,Saginaw,Michigan,US
The Hospital Cottages For Children,https://www.linkedin.com/company/the-hospital-cottages-for-children,-,Hospitals and Health Care,-,201-500,-,-,Baldwinville,Massachusetts,US
"Columbia Alleghany Regional Hospital, Incorporated",https://www.linkedin.com/company/columbia-alleghany-regional-hospital-incorporated,-,Hospitals and Health Care,-,201-500,-,-,Nashville,Tennessee,US
Columbia Psychiatry,https://www.linkedin.com/company/columbia-psychiatry,comopsych.com,Hospitals and Health Care,Educational,201-500,-,-,Columbia,Missouri,US
SUNCOAST MANOR RETIREMENT COMMUNITY INC,https://www.linkedin.com/company/suncoast-manor-retirement-community-inc,westminstersuncoastfl.org,Hospitals and Health Care,-,201-500,-,1960,Orlando,Florida,US
THE OSBORNE ASSOC INC,https://www.linkedin.com/company/the-osborne-assoc-inc,-,Hospitals and Health Care,-,201-500,-,-,Bronx,New York,US
Hebrew Hosp. Home Of Westchester,https://www.linkedin.com/company/hebrew-hosp.-home-of-westchester,-,Hospitals and Health Care,-,201-500,-,-,Valhalla,New York,US
LIFECARE HOSPITALS OF SHREVEPORT,https://www.linkedin.com/company/lifecare-hospitals-of-shreveport,-,Hospitals and Health Care,-,201-500,-,-,Shreveport,Louisiana,US
Select Specialty Hospital - Houston Heights,https://www.linkedin.com/company/select-specialty-hospital---houston-heights,selectspecialtyhospitals.com,Hospitals and Health Care,-,1001-5000,-,-,Houston,Texas,US
ALLIANCE HEALTH OF SOUTHEASTERN MASSACHUSETTS INC,https://www.linkedin.com/company/alliance-health-of-southeastern-massachusetts-inc,-,Hospitals and Health Care,-,201-500,-,-,Braintree,Massachusetts,US
Greater Providence Chapter R I Association For Retarded Citizens Inc,https://www.linkedin.com/company/greater-providence-chapter-r-i-association-for-retarded-citizens-inc,-,Hospitals and Health Care,-,201-500,-,1952,North Providence,Rhode Island,US
Pressley Ridge - H&w,https://www.linkedin.com/company/pressley-ridge---h&w,-,Hospitals and Health Care,-,1001-5000,-,-,Pittsburgh,Pennsylvania,US
MARYVILLE ACADEMY/SCOTT A. NOLAN CENTER,https://www.linkedin.com/company/maryville-academy-scott-a.-nolan-center,-,Hospitals and Health Care,-,201-500,-,-,Des Plaines,Illinois,US
"Good Shepherd, Mason City",https://www.linkedin.com/company/good-shepherd-mason-city,goodshepherdhealthcenter.org,Hospitals and Health Care,Nonprofit,201-500,4,1946,Mason City,Iowa,US
Millington Health Care Center,https://www.linkedin.com/company/millington-health-care-center,millingtonhc.com,Hospitals and Health Care,Privately Held,201-500,4,-,Millington,Tennessee,US
Hunter Industries Incorporated,https://www.linkedin.com/company/hunter-industries-incorporated,hunterindustries.com,Hospitals and Health Care,-,1001-5000,4,-,San Marcos,California,US
St Francis Health Ctr,https://www.linkedin.com/company/st-francis-health-ctr,saintfrancis.com,Hospitals and Health Care,-,201-500,4,-,Colorado Springs,Colorado,US
KINDRED HOSPITAL - TARRANT COUNTY - FORT WORTH SOUTHWEST,https://www.linkedin.com/company/kindred-hospital---tarrant-county---fort-worth-southwest,kindredhospitalfwsw.com,Hospitals and Health Care,-,201-500,3,-,Fort Worth,Texas,US
温州美生健康医院,https://www.linkedin.com/company/%e6%b8%a9%e5%b7%9e%e7%be%8e%e7%94%9f%e5%81%a5%e5%ba%b7%e5%8c%bb%e9%99%a2,-,Hospitals and Health Care,Privately Held,201-500,3,-,-,-,US
Genesis Health Services Corp,https://www.linkedin.com/company/genesis-health-services-corp,-,Hospitals and Health Care,-,201-500,3,-,Kennett Square,Pennsylvania,US
Hollywood Pharmacy (MD),https://www.linkedin.com/company/hollywood-pharmacy-1,hollywoodcares4u.com,Hospitals and Health Care,Self-Employed,1001-5000,3,2006,College Park,Maryland,US
AllMed Medical & Rehabilitation Centers,https://www.linkedin.com/company/allmed-medical-rehabilitation-centers,allmedhealth.com,Hospitals and Health Care,Government Agency,201-500,3,1998,Bronx,New York,US
Project Hope,https://www.linkedin.com/company/supportprojecthope,supportprojecthope.org,Hospitals and Health Care,Nonprofit,201-500,2,2017,Louisville,Kentucky,US
Delta Health and Infologix Company,https://www.linkedin.com/company/delta-health-and-infologix-company,deltahealth.net,Hospitals and Health Care,Public Company,1001-5000,2,-,-,-,US
Fundamentum Health Inc.,https://www.linkedin.com/company/fundamentum-health-inc,-,Hospitals and Health Care,Privately Held,1001-5000,2,-,-,-,US
Berkeley Outpatient Center,https://www.linkedin.com/company/berkeley-outpatient-center,johnmuirhealth.com,Hospitals and Health Care,Partnership,201-500,2,2018,Berkeley,California,US
Anew Senior Living,https://www.linkedin.com/company/anew-senior-living,anewliving.com,Hospitals and Health Care,Privately Held,201-500,2,2018,-,-,US
重庆和睦佳医院,https://www.linkedin.com/company/%e9%87%8d%e5%ba%86%e5%92%8c%e7%9d%a6%e4%bd%b3%e5%8c%bb%e9%99%a2,cqhmjyy.com,Hospitals and Health Care,Privately Held,201-500,2,-,-,-,US
温州玉熙医疗美容医院,https://www.linkedin.com/company/%e6%b8%a9%e5%b7%9e%e7%8e%89%e7%86%99%e5%8c%bb%e7%96%97%e7%be%8e%e5%ae%b9%e5%8c%bb%e9%99%a2,-,Hospitals and Health Care,Privately Held,201-500,2,-,-,-,US
北京先和妇产医院有限公司,https://www.linkedin.com/company/%e5%8c%97%e4%ba%ac%e5%85%88%e5%92%8c%e5%a6%87%e4%ba%a7%e5%8c%bb%e9%99%a2%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8,-,Hospitals and Health Care,Privately Held,201-500,2,-,-,-,US
Medics Nigeria,https://www.linkedin.com/company/medics-nigeria,medicsng.com,Hospitals and Health Care,Nonprofit,201-500,1,-,-,-,US
FHU SUPORT,https://www.linkedin.com/company/fhu-suport,-,Hospitals and Health Care,Government Agency,201-500,1,2014,-,-,US
Sentra Vaksinasi Serviam,https://www.linkedin.com/company/sentra-vaksinasi-serviam,vaksinasiserviam.com,Hospitals and Health Care,Nonprofit,201-500,1,2020,-,-,US
Allclinicaljobs.Com,https://www.linkedin.com/company/all-clinical-jobs,allclinicaljobs.com,Hospitals and Health Care,Privately Held,201-500,1,-,Brandon,Florida,US
The Diagnostic Service Center,https://www.linkedin.com/company/thediagnosticservicecenter,diagnosticservicecenter.com,Hospitals and Health Care,Privately Held,501-1000,1,-,Deerfield Beach,Florida,US
iCare Health Group,https://www.linkedin.com/company/icare-health-group,icarehg.com,Hospitals and Health Care,Privately Held,201-500,1,2025,Branchburg,New Jersey,US
Promise Medical Co..Ltd,https://www.linkedin.com/company/promise-medical-co-ltd,promisemedic.com,Hospitals and Health Care,Privately Held,501-1000,1,2005,-,-,US
Northbrook BHH,https://www.linkedin.com/company/northbrook-bhh,northbrookbhh.com,Hospitals and Health Care,Privately Held,501-1000,1,2014,Blackwood,New Jersey,US
Dialysis Corporation of America,https://www.linkedin.com/company/dialysis-corporation-of-america,dialysiscorporation.com,Hospitals and Health Care,Public Company,201-500,18,-,-,-,US
West Georgia Health,https://www.linkedin.com/company/west-georgia-health,wghealth.org,Hospitals and Health Care,Nonprofit,1001-5000,90,-,-,-,US
JMA Pediatrics,https://www.linkedin.com/company/jmapediatrics,jeffersandmann.com,Hospitals and Health Care,Privately Held,201-500,90,1999,Raleigh,North Carolina,US
MATT Orthodontics,https://www.linkedin.com/company/mattorthoint,mattortho.com,Hospitals and Health Care,Privately Held,201-500,5,2015,Chicago,Illinois,US
St Catherine Hospital,https://www.linkedin.com/company/st-catherine-hospital,stcath-hosp.org,Hospitals and Health Care,-,201-500,231,-,Garden City,Kansas,US
Shohadaye Tajrish Hospital,https://www.linkedin.com/company/shohadaye-tajrish-hospital,linkedin.com,Hospitals and Health Care,Public Company,1001-5000,138,-,-,-,US
Seniorcorp Inc,https://www.linkedin.com/company/seniorcorp-inc,seniorcorp.com,Hospitals and Health Care,Privately Held,501-1000,94,2003,Virginia Beach,Virginia,US
Servicio Nacional de Salud Pública,https://www.linkedin.com/company/snsp-spss,spps.gob.mx,Hospitals and Health Care,Government Agency,1001-5000,92,-,-,-,US
Crown Park Rehabilitation and Nursing Center,https://www.linkedin.com/company/crown-park-rehabilitation-and-nursing-center,crownparkrehab.com,Hospitals and Health Care,Sole Proprietorship,201-500,67,2016,Cortland,New York,US
MARIE STOPES MADAGASCAR,https://www.linkedin.com/company/marie-stopes-madagascar,mariestopes.org.mg,Hospitals and Health Care,Nonprofit,201-500,62,-,-,-,US
MIT Health,https://www.linkedin.com/company/mithealth,mit.edu,Hospitals and Health Care,Educational,201-500,51,1901,Cambridge,Massachusetts,US
Living Care Retirement Community,https://www.linkedin.com/company/living-care-retirement-community,livingcarecommunity.com,Hospitals and Health Care,Nonprofit,201-500,50,1958,Yakima,Washington,US
St. Luke Foundation for Haiti,https://www.linkedin.com/company/st-luke-foundation-for-haiti,stlukehaiti.org,Hospitals and Health Care,Nonprofit,1001-5000,16,2001,Alexandria,Virginia,US
Novocare International Hospital,https://www.linkedin.com/company/novocare-international-hospital,novocarehospital.com,Hospitals and Health Care,Partnership,201-500,12,-,-,-,US
CHD City Hospital,https://www.linkedin.com/company/chd-city-hospital,chandigarhcityhospital.com,Hospitals and Health Care,Privately Held,201-500,7,-,-,-,US
Washu Medicine Taylor Family Department Of Neurosurgery,https://www.linkedin.com/company/washu-medicine-taylor-family-department-of-neurosurgery,wustl.edu,Hospitals and Health Care,Public Company,201-500,3,-,St. Louis,Missouri,US
Groupe Santé Volta,https://www.linkedin.com/company/groupe-sant%c3%a9-volta,-,Hospitals and Health Care,Privately Held,201-500,2,2024,-,-,US
A Better Solution In Home Care Franchise,https://www.linkedin.com/company/abettersolutioninhomecarefranchise,absihc.com,Hospitals and Health Care,Partnership,201-500,2,2000,San Diego,California,US
St Patrick Hospital,https://www.linkedin.com/company/st-patrick-hospital,lifeflight.org,Hospitals and Health Care,-,201-500,221,-,Hamilton,Montana,US
LifeNet EMS,https://www.linkedin.com/company/lifenet-ems,lifenetems.org,Hospitals and Health Care,-,201-500,73,-,-,-,US
"Multilingual Psychotherapy Centers, Inc.",https://www.linkedin.com/company/multilingual-psychotherapy-centers-inc,mpcipbc.com,Hospitals and Health Care,Privately Held,201-500,71,1997,West Palm Beach,Florida,US
Clearview Regional Medical Center,https://www.linkedin.com/company/clearview-regional-medical-center,clearviewregionalmedicalcenter.com,Hospitals and Health Care,Privately Held,501-1000,50,2012,Monroe,Georgia,US
OSF Saint Luke Medical Center,https://www.linkedin.com/company/kewanee-hospital,osfsaintluke.org,Hospitals and Health Care,Nonprofit,201-500,39,1920,Kewanee,Illinois,US
Century Homecare,https://www.linkedin.com/company/century-homecare,centuryhomecare.com,Hospitals and Health Care,Public Company,501-1000,31,-,Worcester,Massachusetts,US
Centre Hospitalier Noor,https://www.linkedin.com/company/centre-hospitaliernoor,centrenoor.org,Hospitals and Health Care,Nonprofit,201-500,12,2001,-,-,US
Southwest Louisiana Hospital Association Inc,https://www.linkedin.com/company/southwest-louisiana-hospital-association-inc,-,Hospitals and Health Care,-,1001-5000,-,-,Lake Charles,Louisiana,US
"JK & L, INC. DBA HOPE CARE",https://www.linkedin.com/company/jk-&-l-inc.-dba-hope-care,-,Hospitals and Health Care,-,201-500,-,-,Anacortes,Washington,US
Messiah Home,https://www.linkedin.com/company/messiah-home,-,Hospitals and Health Care,-,501-1000,-,-,Mechanicsburg,Pennsylvania,US
Delhi Global Hospital,https://www.linkedin.com/company/delhi-global-hospital,-,Hospitals,Privately Held,201-500,-,-,-,-,US
Hospital Do Amanhã,https://www.linkedin.com/company/hospital-do-amanh%c3%a3,hospitaldoamanha.com.br,Hospitals and Health Care,Privately Held,201-500,-,-,-,-,US
Jmmc Acquisition Corp,https://www.linkedin.com/company/jmmc-acquisition-corp,-,Hospitals and Health Care,-,501-1000,-,-,Stafford Springs,Connecticut,US
Dental Dome,https://www.linkedin.com/company/dental-dome,-,Hospitals and Health Care,Self-Employed,501-1000,-,-,-,-,US
"L.K.L.P. Cac, Inc. Employee Benefit Plan",https://www.linkedin.com/company/l.k.l.p.-cac-inc.-employee-benefit-plan,-,Hospitals and Health Care,-,201-500,-,-,Hazard,Kentucky,US
"Premier Staffing Resources, Llc",https://www.linkedin.com/company/premier-staffing-resources-llc,-,Hospitals and Health Care,-,201-500,-,2010,North Palm Beach,Florida,US
Boone County Senior Citizen Service Corporation,https://www.linkedin.com/company/boone-county-senior-citizen-service-corporation,-,Hospitals and Health Care,-,201-500,-,-,Columbia,Missouri,US
CHELSEA JEWISH GREEN HOUSE INC,https://www.linkedin.com/company/chelsea-jewish-green-house-inc,-,Hospitals and Health Care,-,201-500,-,-,Chelsea,Massachusetts,US
Mountain Plus Services Inc,https://www.linkedin.com/company/mountain-plus-services-inc,-,Hospitals and Health Care,-,501-1000,-,-,Prestonsburg,Kentucky,US
Dr.Kahlid Idriss Hospital & Co,https://www.linkedin.com/company/dkihsa,dkih.sa,Hospitals and Health Care,Privately Held,201-500,-,-,-,-,US
International Falls Memorial Hospital Assn,https://www.linkedin.com/company/international-falls-memorial-hospital-assn,-,Hospitals and Health Care,-,201-500,-,-,International Falls,Minnesota,US
Piedmont Regional Health Inc,https://www.linkedin.com/company/piedmont-regional-health-inc,-,Hospitals and Health Care,-,501-1000,-,2003,Gray,Georgia,US
Las Lomas Medical Group,https://www.linkedin.com/company/las-lomas-medical-group,hmc.com.hn,Hospitals and Health Care,Privately Held,201-500,-,-,-,-,US
Fountain Valley Rgnl Hosp And Med Ctr - Warner,https://www.linkedin.com/company/fountain-valley-rgnl-hosp-and-med-ctr---warner,-,Hospitals and Health Care,-,201-500,-,-,Fountain Valley,California,US
Mercy Med Ctr Of Oshkosh,https://www.linkedin.com/company/mercy-med-ctr-of-oshkosh,-,Hospitals and Health Care,-,501-1000,-,-,Oshkosh,Wisconsin,US
Saint Lukes Hospital Of Chillicothe,https://www.linkedin.com/company/saint-lukes-hospital-of-chillicothe,-,Hospitals and Health Care,-,201-500,-,-,Chillicothe,Missouri,US
Sumpoah 123,https://www.linkedin.com/company/sumpoah-123,-,Hospitals and Health Care,Nonprofit,1001-5000,-,2001,Mountain View,California,US
Kindred Hospital Detroit,https://www.linkedin.com/company/kindred-hospital-detroit,kindreddetroit.com,Hospitals and Health Care,-,201-500,-,-,Detroit,Michigan,US
"Board Of Trustees, G & L Benefit Plan Trust",https://www.linkedin.com/company/board-of-trustees-g-&-l-benefit-plan-trust,-,Hospitals and Health Care,-,201-500,-,-,Glendale,California,US
Young Women's Christian Association El Paso Texas,https://www.linkedin.com/company/young-women's-christian-association-el-paso-texas,-,Hospitals and Health Care,-,201-500,-,1909,El Paso,Texas,US
Carebro,https://www.linkedin.com/company/carebro00,-,Hospitals and Health Care,Privately Held,201-500,-,-,-,-,US
Mckenize Memorial Hospital,https://www.linkedin.com/company/mckenize-memorial-hospital,-,Hospitals and Health Care,-,201-500,-,-,Sandusky,Michigan,US
UT Health RGV,https://www.linkedin.com/company/uthealthrgv,uthealthrgv.org,Hospitals and Health Care,Nonprofit,501-1000,94,2015,Edinburg,Texas,US
Southwestern Health Resources,https://www.linkedin.com/company/swhr,southwesternhealth.org,Hospitals and Health Care,Nonprofit,501-1000,274,-,Farmers Branch,Texas,US
Ryan Health,https://www.linkedin.com/company/ryanhealth,ryanhealth.org,Hospitals and Health Care,Nonprofit,501-1000,239,-,New York,-,US
Mercy Hospital & Medical Center,https://www.linkedin.com/company/chicago-bilingual-nurse-consortium,mercy-chicago.org,Hospitals and Health Care,Nonprofit,1001-5000,732,1852,Chicago,Illinois,US
Northern Nevada HOPES,https://www.linkedin.com/company/northern-nevada-hopes,nnhopes.org,Hospitals and Health Care,Nonprofit,201-500,146,1997,Reno,Nevada,US
FSL,https://www.linkedin.com/company/fslhelps,fsl.org,Hospitals and Health Care,Nonprofit,201-500,830,1974,Phoenix,Arizona,US
Cataldo Ambulance Service Inc.,https://www.linkedin.com/company/cataldo-ambulance-service-inc.,cataldoambulance.com,Hospitals and Health Care,Privately Held,1001-5000,683,1977,Somerville,Massachusetts,US
RehabVisions,https://www.linkedin.com/company/rehabvisions,rehabvisions.com,Hospitals and Health Care,Privately Held,501-1000,243,1983,Omaha,Nebraska,US
Sutter East Bay Medical Group,https://www.linkedin.com/company/sutter-east-bay-medical-group,sutterhealth.org,Hospitals and Health Care,Privately Held,501-1000,265,-,Oakland,California,US
Community First Medical Center,https://www.linkedin.com/company/community-first-medical-center,cfmedicalcenter.com,Hospitals and Health Care,Public Company,1001-5000,354,-,Chicago,Illinois,US
360 Medical Billing Experts,https://www.linkedin.com/company/3sixtymbe,360medicalbilling.com,Hospitals and Health Care,Privately Held,201-500,17,-,Fargo,-,US
Institut de la Leucémie,https://www.linkedin.com/company/institut-leucemie,institut-leucemie.fr,Hospitals and Health Care,Nonprofit,201-500,19,-,-,-,US
TotalCare,https://www.linkedin.com/company/totalcareus,totalcare.us,Hospitals and Health Care,Privately Held,201-500,493,2004,Fort Worth,Texas,US
Bournewood Health Systems,https://www.linkedin.com/company/bournewood-health-systems,bournewood.com,Hospitals and Health Care,Privately Held,201-500,234,1884,Chestnut Hill,Massachusetts,US
Community Care Inc,https://www.linkedin.com/company/community-care-inc,communitycareinc.org,Hospitals and Health Care,Nonprofit,501-1000,697,1977,Brookfield,Wisconsin,US
CHRISTUS Good Shepherd,https://www.linkedin.com/company/christus-good-shepherd,christusgoodshepherd.org,Hospitals and Health Care,Nonprofit,1001-5000,1092,1935,Longview,Texas,US
Allied Services,https://www.linkedin.com/company/allied-services,allied-services.org,Hospitals and Health Care,Nonprofit,1001-5000,1038,1958,Clarks Summit,Pennsylvania,US
Insight Imaging,https://www.linkedin.com/company/insight-imaging,rayusradiology.com,Hospitals and Health Care,Privately Held,1001-5000,404,-,-,-,US
Synchrony Health Services,https://www.linkedin.com/company/synchrony-health-services,synchronyhs.com,Hospitals and Health Care,Privately Held,1001-5000,109,2019,Louisville,Kentucky,US
"Virginia Cancer Specialists, P.C.",https://www.linkedin.com/company/virginia-cancer-specialists-p-c-,virginiacancerspecialists.com,Hospitals and Health Care,Partnership,201-500,352,-,Fairfax,Virginia,US
Texas Health Huguley Hospital Fort Worth South,https://www.linkedin.com/company/texas-health-huguley-hospital-fort-worth-south,texashealthhuguley.org,Hospitals and Health Care,Nonprofit,1001-5000,675,1977,Fort Worth,Texas,US
Cosán Group,https://www.linkedin.com/company/cosangroup,cosangroup.com,Hospitals and Health Care,Privately Held,201-500,105,2015,Cleveland,Ohio,US
Embassy Healthcare,https://www.linkedin.com/company/embassy-healthcare-ohio,embassyhealthcare.net,Hospitals and Health Care,Privately Held,1001-5000,377,1998,Beachwood,Ohio,US
Lutheran Life Communities,https://www.linkedin.com/company/lutheran-life-communities,lutheranlifecommunities.org,Hospitals and Health Care,Nonprofit,1001-5000,229,1892,Arlington Heights,Illinois,US
Kindering,https://www.linkedin.com/company/kindering,kindering.org,Hospitals and Health Care,Nonprofit,201-500,197,1962,Bellevue,Washington,US
东莞塘厦同仁妇科医院,https://www.linkedin.com/company/%e4%b8%9c%e8%8e%9e%e5%a1%98%e5%8e%a6%e5%90%8c%e4%bb%81%e5%a6%87%e7%a7%91%e5%8c%bb%e9%99%a2,txfuke.com,Hospitals and Health Care,Privately Held,201-500,1,-,-,-,US
Senior Life Options LLC,https://www.linkedin.com/company/senior-life-options-llc,seniorlifeoptions.net,Hospitals and Health Care,Public Company,201-500,1,-,-,-,US
Combined Services Inc,https://www.linkedin.com/company/combined-services-inc-opalocka,-,Hospitals and Health Care,Nonprofit,201-500,1,-,-,-,US
The Medicity,https://www.linkedin.com/company/the-medicity,themedicity.com,Hospitals and Health Care,Educational,1001-5000,1,-,-,-,US
Sweet Home Healthcare Harrisburg,https://www.linkedin.com/company/sweet-home-healthcare-harrisburg,sweethomehealthcare.com,Hospitals and Health Care,Privately Held,1001-5000,1,-,Harrisburg,Pennsylvania,US
Caring Hearts International,https://www.linkedin.com/company/caring-hearts-international,caringheartsintl.com,Hospitals and Health Care,Privately Held,501-1000,-,-,-,-,US
Americanurse Staffing Agency,https://www.linkedin.com/company/americanurse-staffing-agency,americanursestaffing.com,Hospitals and Health Care,Privately Held,201-500,-,-,Grand Prairie,Texas,US
Mst International Clinic For Leukemia,https://www.linkedin.com/company/mst-international-clinic-for-leukemia,-,Hospitals and Health Care,Public Company,201-500,-,2014,-,-,US
Stronger Downstate,https://www.linkedin.com/company/stronger-downstate,astrongerdownstate.org,Hospitals and Health Care,Public Company,201-500,-,1966,Brooklyn,New York,US
Sorini ER Solutions,https://www.linkedin.com/company/soriniersolutions,sorinisolutions.com,Hospitals and Health Care,-,201-500,-,-,Livonia,Michigan,US
Become A Nurse Online,https://www.linkedin.com/company/become-a-nurse-online,becomeanurseonline.com,Hospitals and Health Care,Privately Held,501-1000,-,-,-,-,US
Central Health Solutions,https://www.linkedin.com/company/centralhealthsolutions,centralhealthsolutions.com,Hospitals and Health Care,Self-Employed,201-500,-,-,Jacksonville,Florida,US
FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL,https://www.linkedin.com/company/franciscan-st-elizabeth-health---lafayette-central,ste.org,Hospitals and Health Care,-,1001-5000,97,-,Lafayette,Indiana,US
Calamba District Hospital,https://www.linkedin.com/company/calambadistricthospital,-,Hospitals,Government Agency,201-500,62,-,-,-,US
ORGANIZED COMMUNITY ACTION PROGRAM INC,https://www.linkedin.com/company/organized-community-action-program-inc,ocaptroy.com,Hospitals and Health Care,-,201-500,28,1966,Troy,Alabama,US
GOOD SHEPHERD LUTHERAN COMMUNITY,https://www.linkedin.com/company/good-shepherd-lutheran-community,goodshepherdblair.com,Hospitals and Health Care,-,201-500,28,-,Blair,Nebraska,US
SAINT JOSEPHS REGIONAL MEDICAL CENTER,https://www.linkedin.com/company/saint-josephs-regional-medical-center,sjhmc.org,Hospitals and Health Care,-,1001-5000,27,-,Paterson,New Jersey,US
BAYLEIGH CHASE INC,https://www.linkedin.com/company/bayleigh-chase-inc,bayleighchase.org,Hospitals and Health Care,-,201-500,26,-,Eldersburg,Maryland,US
SUNNYSIDE HOME CARE PROJECT INC,https://www.linkedin.com/company/sunnyside-home-care-project-inc,-,Hospitals and Health Care,-,1001-5000,26,-,Long Island City,New York,US
"CHAPMAN HEALTHCARE CENTER, INC",https://www.linkedin.com/company/chapman-healthcare-center-inc,chapmanhealthcare.net,Hospitals and Health Care,-,201-500,25,-,Alexander City,Alabama,US
Huron Co Medical Care Facility,https://www.linkedin.com/company/hcmcf,hcmcf.org,Hospitals and Health Care,Nonprofit,201-500,24,1936,Bad Axe,Michigan,US
SEASONS HOSPICE INC,https://www.linkedin.com/company/seasons-hospice-inc,seasonshospice.com,Hospitals and Health Care,-,501-1000,21,-,TULSA,Oklahoma,US
RIVERTON HOSPITAL,https://www.linkedin.com/company/riverton-hospital,utah.edu,Hospitals and Health Care,-,201-500,15,-,Riverton,Utah,US
MS METHODIST REHABILITATION CENTER,https://www.linkedin.com/company/ms-methodist-rehabilitation-center,methodistrehab.org,Hospitals and Health Care,-,201-500,15,-,Jackson,Mississippi,US
Caring Partners Home Care,https://www.linkedin.com/company/caring-partners-home-care,caringpartners.net,Hospitals and Health Care,Privately Held,201-500,14,2016,El Paso,Texas,US
WeCare Centers,https://www.linkedin.com/company/wecare-centers,wecarehcc.com,Hospitals and Health Care,Public Company,201-500,56,-,-,-,US
Duke Obstetrics & Gynecology,https://www.linkedin.com/company/duke-obstetrics-gynecology,duke.edu,Hospitals and Health Care,Educational Institution,201-500,9,-,Durham,North Carolina,US
Physicians' Clinic of Iowa,https://www.linkedin.com/company/physicians'-clinic-of-iowa,pcofiowa.com,Hospitals and Health Care,Sole Proprietorship,201-500,198,1997,Cedar Rapids,Iowa,US
Amed Health Care,https://www.linkedin.com/company/amed-health-care,amedhomehealth.com,Hospitals and Health Care,Privately Held,201-500,88,-,Texas City,Texas,US
inReach Rehab,https://www.linkedin.com/company/inreach-rehabilitation,irhealthcare.com,Hospitals and Health Care,Partnership,201-500,43,2006,Holdrege,Nebraska,US
Healthtek,https://www.linkedin.com/company/healthtek-us,healthtekus.com,Hospitals and Health Care,Privately Held,201-500,7,-,Bristol,Pennsylvania,US
ADEC Healthcare,https://www.linkedin.com/company/adec-healthcare,adec-innovations.com,Hospitals and Health Care,-,1001-5000,6,-,Conklin,New York,US
West Hawaii Region: Kona Community Hospital & Kohala Hospital,https://www.linkedin.com/company/kona-community-hospital,konacommunityhospital.org,Hospitals and Health Care,Government Agency,501-1000,212,1914,Kealakekua,Hawaii,US
Menonita Medical Center - Cayey,https://www.linkedin.com/company/menonita-medical-center-cayey,sistemamenonita.com,Hospitals and Health Care,Nonprofit,1001-5000,147,-,-,-,US
Midwest Orthopedic Specialty Hospital,https://www.linkedin.com/company/midwest-orthopedic-specialty-hospital,mymosh.com,Hospitals and Health Care,Privately Held,201-500,128,2009,Franklin,Wisconsin,US
Unicare Community Health Center,https://www.linkedin.com/company/unicare-community-health-center-inc,unicarechc.org,Hospitals and Health Care,Nonprofit,201-500,79,2013,Ontario,California,US
Presbyterian Homes of Georgia,https://www.linkedin.com/company/presbyterian-homes-of-georgia,phgainc.org,Hospitals and Health Care,Nonprofit,1001-5000,79,1949,-,-,US
Healthcare Technology Management Association of South Carolina,https://www.linkedin.com/company/htmasc,wildapricot.org,Hospitals and Health Care,Nonprofit,1001-5000,4,2010,Columbia,South Carolina,US
Minden Medical Center,https://www.linkedin.com/company/minden-medical-center,mindenmedicalcenter.com,Hospitals and Health Care,Privately Held,501-1000,248,1926,Minden,Louisiana,US
Westfields Hospital & Clinic,https://www.linkedin.com/company/westfields-hospital-&-clinic,westfieldshospital.com,Hospitals and Health Care,Nonprofit,201-500,169,-,New Richmond,Wisconsin,US
Tempe St Luke's Hospital,https://www.linkedin.com/company/tempe-st-luke's-hospital,tempestlukeshospital.com,Hospitals and Health Care,Privately Held,501-1000,106,1944,Tempe,Arizona,US
MaineHealth Memorial Hospital,https://www.linkedin.com/company/memorial-hospital-north-conway-nh,memorialhospitalnh.org,Hospitals and Health Care,Nonprofit,501-1000,90,1911,North Conway,New Hampshire,US
TGH Crystal River,https://www.linkedin.com/company/tgh-crystal-river,tghnorth.org,Hospitals and Health Care,Public Company,501-1000,111,-,Crystal River,Florida,US
Boston Medical Center – South,https://www.linkedin.com/company/boston-medical-center-south,bmchealthsystem.org,Hospitals and Health Care,Nonprofit,501-1000,131,-,-,-,US
Signature Care LLC,https://www.linkedin.com/company/signature-care-llc,signaturecareny.com,Hospitals and Health Care,Sole Proprietorship,1001-5000,109,2010,Brooklyn,New York,US
Louisiana Chapter Of Hfma,https://www.linkedin.com/company/louisiana-chapter-of-hfma,lahfma.org,Hospitals and Health Care,Nonprofit,201-500,3,1957,-,-,US
