domain,company_name,company_linkedin,website,employees,employee_range,year_founded,company_type,industry,hq_city,hq_region,hq_country,description,campaign,config_slug,sourcing_reasoning
pattersondental.com,Patterson Dental,-,https://pattersondental.com/,3352,1001-5000,1877,Public Company,Medical Equipment Manufacturing,St. Paul,Minnesota,United States,"At Patterson Dental, we are committed to partnering with dental practices of all sizes to help oral health professionals practice extraordinary dentistry. We do this by living up to our promise of Trusted Expertise, Unrivaled Support every day.  Patterson’s history of serving dental professionals dates back to our company’s founding in 1877. Since then, Patterson has grown to meet the needs of private practices and large group dental networks through more than 70 branch offices in the United Sta",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (3352 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
hillrom.com,Hillrom,-,http://www.hillrom.com,3410,10001+,-,Public Company,Medical Equipment Manufacturing,Chicago,Illinois,United States,"Hillrom is a part of Baxter. For nearly a century, Baxter has delivered on its commitment to save and sustain the lives of patients, working alongside clinicians to help them deliver the best care possible. We believe every person — regardless of who they are or where they are from — deserves a chance to live a healthy life, free from illness and full of possibility. At the intersection of progress and purpose is where we are redefining what it means to be a global medtech leader. It is where we",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (3410 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
kerrdental.com,Kerr Dental,-,https://www.kerrdental.com,757,1001-5000,-,Public Company,Medical Equipment Manufacturing,Brea,California,United States,"Kerr is a premier dental solutions provider committed to exceptional customer experience.  Kerr’s long history of innovation began in 1891 in Detroit, Michigan and expanded to the European Market in 1893.  Market leading brands include OptiBond, SonicFill, Harmonize, Maxcem Elite, K-Files, and CaviWipes.  For more information about Kerr, visit www.kerrdental.com.    For our full social media terms and conditions, please see https://p.widencdn.net/p9jlyz/Document7.docx .",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (757 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
abiomed.com,Abiomed,-,http://www.abiomed.com,2216,1001-5000,1981,Public Company,Medical Equipment Manufacturing,Danvers,Massachusetts,United States,"Based in Danvers, Massachusetts, USA, Abiomed, Inc., part of Johnson & Johnson MedTech, is a leading provider of medical technology that provides circulatory support and oxygenation. Our products are designed to enable the heart to rest and recover by improving blood flow and/or provide sufficient oxygenation to those in respiratory failure. For additional information, please visit www.abiomed.com.  Important Safety Info: https://bit.ly/39kvb47",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (2216 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
coopersurgical.com,CooperSurgical,-,http://www.CooperSurgical.com,1842,1001-5000,1990,Public Company,Medical Equipment Manufacturing,Trumbull,Connecticut,United States,"CooperSurgical is driven to advance the care of women, babies, and families around the world. We believe in empowering individuals and healthcare professionals in making health and life choices. We are trusted by clinicians worldwide for products, technologies, and services that support a wide range of reproductive solutions, from contraception to fertility and preventative and therapeutic gynecological care.",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (1842 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
tandemdiabetes.com,Tandem Diabetes Care,-,http://www.tandemdiabetes.com,2195,1001-5000,-,Public Company,Medical Equipment Manufacturing,San Diego,California,United States,"Tandem Diabetes Care, a global insulin delivery and diabetes technology company, manufactures and sells advanced automated insulin delivery systems that reduce the burden of diabetes management, while creating new possibilities for patients, their loved ones, and healthcare providers. The Company’s pump portfolio features the Tandem Mobi system and t:slim X2 insulin pump, both of which feature Control-IQ advanced hybrid closed-loop technology.  Tandem is the #1 recommended insulin pump brand by ",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (2195 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
starkey.com,Starkey Hearing,-,http://www.starkey.com,2521,5001-10000,1967,Privately Held,Medical Equipment Manufacturing,Eden Prairie,Minnesota,United States,"Starkey is a privately held, global hearing technology company headquartered in Eden Prairie, Minnesota, USA. We are recognized for our innovative design, development and distribution of comprehensive digital hearing systems. We develop products using an evidence-based design approach, meaning that rigorous testing takes place to prove the benefits of a new technology or algorithm before a hearing aid is ever fit on a patient. Every Starkey employee is committed to helping people on their journe",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (2521 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
biosensewebster.com,Biosense Webster,-,http://www.biosensewebster.com,3075,1001-5000,-,Public Company,Medical Equipment Manufacturing,Irvine,California,United States,"Biosense Webster, Inc., part of Johnson and Johnson Medtech, is the global leader in the science, diagnosis and treatment of heart rhythm disorders. We partner with clinicians to develop innovative technologies that improve the quality of care for arrhythmia patients worldwide. More information can be found at https://bit.ly/47DdIPR.",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (3075 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
merit.com,"Merit Medical Systems, Inc.",-,https://www.merit.com/careers,3493,5001-10000,1987,Public Company,Medical Equipment Manufacturing,South Jordan,Utah,United States,"As a global healthcare company, we understand customer needs and innovate and deliver medical solutions that transform patient care.   Founded in 1987, Merit Medical Systems, Inc. is engaged in the development, manufacture, and distribution of proprietary disposable medical devices used in interventional, diagnostic, and therapeutic procedures, particularly in cardiology, radiology, oncology, critical care, and endoscopy.   Merit serves client hospitals worldwide with a domestic and internationa",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (3493 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
nevro.com,Nevro,-,https://www.nevro.com,908,1001-5000,2006,Public Company,Medical Equipment Manufacturing,Redwood City,California,United States,"Nevro is a global medical device company focused on delivering innovation to improve the quality of life for patients suffering from debilitating chronic pain.   Through Nevro's pain management solutions, Nevro | HFX and Nevro | SI Joint, Nevro brings together enduring technologies, optimized therapies, and individualized patient support, all built on a foundation of proof that results in a comprehensive solution to relieve the burden of pain for more patients.  HFX is a comprehensive solution t",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (908 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
fujifilm.com,FUJIFILM Healthcare Americas Corporation,-,https://healthcaresolutions-us.fujifilm.com,1710,501-1000,-,Privately Held,Medical Equipment Manufacturing,Lexington,Massachusetts,United States,"FUJIFILM Healthcare Americas Corporation is a comprehensive healthcare company that has an extensive range of technology and expertise in the detection, diagnosis, and treatment of diseases. Fujifilm’s innovative portfolio includes solutions spanning diagnostic imaging, enterprise imaging, endoscopic imaging, surgical imaging, and in-vitro diagnostics. The company is headquartered in Lexington, Massachusetts. For more information, please visit healthcaresolutions-us.fujifilm.com.",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (1710 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
penumbrainc.com,"Penumbra, Inc.",-,http://www.penumbrainc.com,3121,1001-5000,2004,Public Company,Medical Equipment Manufacturing,Alameda,California,United States,"Penumbra, Inc., headquartered in Alameda, California, is a global healthcare company focused on innovative therapies.  Penumbra designs, develops, manufactures and markets novel products and has a broad portfolio that addresses challenging medical conditions in markets with significant unmet need.  Penumbra sells its products to hospitals and healthcare providers primarily through its direct sales organization in the United States, most of Europe, Canada and Australia, and through distributors i",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (3121 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
atecspine.com,ATEC Spine,-,http://www.atecspine.com,1062,501-1000,-,Public Company,Medical Equipment Manufacturing,Carlsbad,California,United States,"ATEC Spine is a medical device company dedicated to revolutionizing the approach to spine surgery through innovation. ATEC’s Organic Innovation Machine™ is the greatest concentration of spine know-how in the industry and committed to the creation of clinical distinction. Leveraging 100% spine focus and expertise, we seek to improve spine surgery by rethinking, redesigning and seamlessly integrating the technologies required from the ground up. The innovation that results from that process is bei",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (1062 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
asp.com,Advanced Sterilization Products,-,http://www.asp.com,1524,1001-5000,-,Privately Held,Medical Equipment Manufacturing,Irvine,California,United States,"In healthcare, nothing is more important than protecting patients. So it’s vital to ensure the safety of the care environment – especially the medical devices and equipment that come into contact with vulnerable patients.  ASP is a global leader in infection prevention solutions for healthcare. With advanced products, technologies, and workflows for medical sterilization and disinfection, ASP is dedicated to defending the lives of patients, families, healthcare workers, providers, and communitie",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (1524 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
procept-biorobotics.com,PROCEPT BioRobotics,-,http://www.PROCEPT-BioRobotics.com/,872,501-1000,2009,Public Company,Medical Equipment Manufacturing,San Jose,California,United States,"PROCEPT BioRobotics is a surgical robotics company focused on advancing patient care by developing transformative solutions in urology. PROCEPT BioRobotics manufactures the AQUABEAM® and HYDROS™ Robotic Systems. The HYDROS Robotic System is the only AI-Powered, robotic technology that delivers Aquablation therapy. PROCEPT BioRobotics designed Aquablation therapy to deliver effective, safe, and durable outcomes for males suffering from lower urinary tract symptoms or LUTS, due to BPH that are ind",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (872 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
cordis.com,Cordis,-,https://www.cordis.com/en_us.html,3038,1001-5000,-,Privately Held,Medical Equipment Manufacturing,Hialeah,Florida,United States,"From the first guidewire to the first drug eluting stent, for over 60 years Cordis has remained at the heart of cardiovascular innovation.  Cordis is again at the forefront of transformation in the cardiovascular space, leveraging internal development, partnership with the CordisX innovation incubator and targeted acquisitions of industry-disrupting technology.  These innovations, brought to market with the strength of Cordis’ global footprint and operations, seek to transform the interventional",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (3038 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
sysmex.com,"Sysmex America, Inc.",-,http://www.sysmex.com/us/,1362,1001-5000,-,Privately Held,Medical Equipment Manufacturing,Lincolnshire,Illinois,United States,"Sysmex America, Inc. distributes and supports automated in vitro diagnostic hematology, flow cytometry, technology solutions, coagulation and urinalysis analyzers, reagents and information systems for laboratories and healthcare facilities in the Americas. We are headquartered in Lincolnshire, Illinois; with further facilities in Buffalo Grove, Vernon Hills and Mundelein. Questions? Comments? Reach out to socialmedia@sysmex.com",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (1362 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
viantmedical.com,Viant Medical,-,http://viantmedical.com,2921,5001-10000,-,Privately Held,Medical Equipment Manufacturing,Foxborough,Massachusetts,United States,"Please stay safe online. Viant does not send unsolicited interview offers to candidates that have not directly applied for an open position.  Additionally, Viant will not ask potential candidates or new hires to make payments or purchases nor send payments of any kind in advance of employment commencing.  Viant is a global design and manufacturing services provider for the medtech industry, specializing in surgical technologies, orthopedics, cardiac & interventional, bioelectronics, bioprocessin",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (2921 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
integer.net,Integer Holdings Corporation,-,https://www.Integer.net,3810,10001+,-,Public Company,Medical Equipment Manufacturing,Plano,Texas,United States,"Integer Holdings Corporation (NYSE: ITGR) is one of the largest medical device contract development and manufacturing organizations (CDMO) in the world, serving the cardiac rhythm management, neuromodulation, and cardio and vascular markets.   As a strategic partner of choice to medical device companies and OEMs, Integer is committed to enhancing the lives of patients worldwide by providing innovative, high-quality products and solutions. The company's brands include Greatbatch Medical®, Lake Re",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (3810 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
medical.canon,"Canon Medical Systems USA, Inc.",-,https://us.medical.canon/,1044,1001-5000,-,Privately Held,Medical Equipment Manufacturing,Irvine,California,United States,"Canon Medical provides a comprehensive range of medical imaging solutions, including CT, diagnostic and interventional X-ray, MRI, ultrasound, service solutions, and advanced Healthcare IT. Guided by our Made for Life philosophy, patients are at the heart of everything we do. Our mission is to equip healthcare professionals with innovative solutions that enhance clinical performance, safety, comfort, and outcomes—helping deliver better health opportunities for patients worldwide.  We invest in r",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (1044 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
carefusion.com,CareFusion,-,http://www.carefusion.com/,2599,10001+,2009,Public Company,Medical Equipment Manufacturing,San Diego,California,United States,"CareFusion, a BD company, is a global corporation serving the health care industry with products and services that help improve the cost and safety of health care for generations to come. 
 
 The company develops market-leading technologies including Alaris® infusion pumps, Pyxis® automated dispensing and patient identification systems, AVEA®, AirLife™ and LTV® series ventilation and respiratory products, ChloraPrep® skin preparation products, MedMined™ services for data mining surveillance, V. ",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (2599 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
medtronic.com,Covidien (Medtronic Minimally Invasive Therapies Group),-,http://www.medtronic.com,6170,10001+,2007,Public Company,Medical Equipment Manufacturing,Fridley,Minnesota,United States,"Covidien was acquired by Medtronic in 2015. For company information, please visit www.linkedin.com/company/medtronic",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (6170 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
linkedin.com,MicroVention-Terumo,-,http://www.linkedin.com/company/terumoneuro,1808,1001-5000,1997,Public Company,Medical Equipment Manufacturing,Aliso Viejo,California,United States,"MicroVention is now Terumo Neuro.  Please follow Terumo Neuro now at: http://www.linkedin.com/company/terumoneuro  A global leader in neurovascular innovation, MicroVention is now Terumo Neuro. This name change signifies a new chapter in the company’s evolution while maintaining its unwavering commitment to the creation and commercialization of groundbreaking innovations in neurovascular care.  Founded in 1997 as MicroVention and acquired by Terumo Corporation in 2006, Terumo Neuro offers more t",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (1808 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
bd.com,CR Bard,-,https://www.bd.com,2308,10001+,-,Public Company,Medical Equipment Manufacturing,New Providence,New Jersey,United States,"Bard has joined BD.  C. R. Bard, Inc. is a leading multinational developer, manufacturer, and marketer of innovative, life-enhancing medical technologies in the fields of Vascular, Urology, Oncology, and Surgical Specialties.  Bard markets its products and services worldwide to hospitals, individual health care professionals, extended care facilities, and alternate site facilities.  Bard pioneered the development of single-patient-use medical products for hospital procedures; today Bard is dedic",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (2308 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
karlstorz.com,KARL STORZ NorthAmerica,-,http://www.karlstorz.com,2304,1001-5000,-,Privately Held,Medical Equipment Manufacturing,El Segundo,California,United States,"KARL STORZ North America is a leader in endoscopic technology and imaging solutions across virtually all surgical specialties. It is a subsidiary of KARL STORZ SE & Co. KG, an international medical technology company that is family-owned and based in Tuttlingen, Germany. KARL STORZ stands for visionary design, precision craftsmanship, and clinical effectiveness and has a portfolio that includes more than 15,000 products for human and veterinary medicine.",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (2304 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
avanos.com,Avanos Medical,-,http://www.avanos.com,1430,1001-5000,-,Public Company,Medical Equipment Manufacturing,Alpharetta,Georgia,United States,"We are a medical device company focused on delivering clinically superior solutions that will help patients get back to the things that matter. Avanos develops, manufactures and markets its recognized brands globally.",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (1430 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
biomerics.com,Biomerics,-,http://www.biomerics.com,1565,1001-5000,1994,Privately Held,Medical Equipment Manufacturing,Salt Lake City,Utah,United States,"Founded in 1994, Biomerics is the leading vertically integrated medical device contract manufacturer serving the interventional device market. Trusted as a vertically integrated partner with extensive engineering expertise and solutions, Biomerics supplies 20 of the top 30 medical device OEMs globally. Biomerics provides engineering design and development services, technology transfer manufacturing services and contract manufacturing services — including sterilization and packaging — for medical",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (1565 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
carestreamdental.com,Carestream Dental,-,http://www.carestreamdental.com,1192,1001-5000,-,Privately Held,Medical Equipment Manufacturing,Atlanta,Georgia,United States,"Carestream Dental is a digital solutions leader built on more than 125 years of experience that’s committed to transforming dentistry, simplifying technology and changing lives. In this pursuit, it offers three brand portfolios that enable practice optimization, efficiency and growth: Carestream Dental includes world-class oral healthcare devices; Swissmeda offers market-leading clinical software and services; and Sensei includes best-in-class practice management software and services. These sol",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (1192 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
vbspineco.com,VB Spine,-,https://www.vbspineco.com,796,1001-5000,2025,-,Medical Equipment Manufacturing,Leesburg,Virginia,United States,"VB Spine, LLC is the largest privately held spine company and among the largest family-owned medical technology companies in the world. Our globally recognized identity as innovators and stewards of the spine industry reflects our commitment to patient outcomes first. With a comprehensive product portfolio and a large and growing global distribution network, VB Spine delivers specialized solutions that address critical needs in spine surgery and enhance patient outcomes. VB Spine is a strategic ",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (796 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
hollister.com,Hollister Incorporated,-,http://www.hollister.com,3755,1001-5000,1921,Privately Held,Medical Equipment Manufacturing,Libertyville,Illinois,United States,"Hollister Incorporated is an independent, employee-owned company that develops, manufactures, and markets healthcare products and services worldwide. Our Mission is to make life more rewarding and dignified for people who use our products and services. Throughout the company, there is the recognition that Hollister is unique, not only as an independent, employee-owned company but also in its Mission and its commitment to The Immutable Principles on which the company was founded.   Through a shar",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (3755 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
wright.com,Wright Medical,-,http://www.wright.com,856,1001-5000,-,Public Company,Medical Equipment Manufacturing,Memphis,Tennessee,United States,"Wright Medical Group N.V. is a global medical device company focused on providing extremity and biologic solutions that enable clinicians to alleviate pain and restore their patients’ lifestyles. The company is a recognized leader of surgical solutions for the upper extremity (shoulder, elbow, wrist and hand), lower extremity (foot and ankle) and biologics markets, three of the fastest growing segments in orthopaedics. For more information about Wright, visit www.wright.com.  Wright Medical Grou",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (856 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
zimmerbiomet.com,Biomet,-,http://www.zimmerbiomet.com,2052,10001+,-,Privately Held,Medical Equipment Manufacturing,Warsaw,Indiana,United States,"Biomet, Inc. was acquired by Zimmer in June 2015. The new company is called Zimmer Biomet.  Please follow the new company on LinkedIn, Zimmer Biomet.",Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (2052 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
jabil.com,Jabil Healthcare,-,https://www.jabil.com/industries/healthcare.html,4021,10001+,1966,Public Company,Medical Equipment Manufacturing,St. Petersburg,Florida,United States,This page is no longer active. Please follow Jabil for healthcare news and updates.,Portfolio Without a Throughline,portfolio-without-a-throughline,"Matched filter for multi-brand medtech/diagnostics companies at $250M-$3B scale proxy (4021 employees, industry='Medical Equipment Manufacturing'). Segment additionally requires 3+ distinct product brands into overlapping call points AND a leadership role change 30-75 days ago — neither the brand-count nor the recent-hire trigger is verified by this firmographic pull; both must be checked per company (LinkedIn role-change date, brand portfolio) before outreach."
