name,domain,linkedin_url,industry,type,size,followers,founded_year,hq_city,hq_state,hq_country,website
HEIDENHAIN,heidenhain.com,https://www.linkedin.com/company/heidenhain,Industrial Machinery Manufacturing,Privately Held,1001-5000,9617,1889,Traunreut,Bavaria,Germany,https://www.heidenhain.com
Ferrostaal Gmbh,ferrostaal.com,https://www.linkedin.com/company/ferrostaal-ag,Machinery Manufacturing,Privately Held,1001-5000,9532,1920,Essen,-,Germany,https://www.ferrostaal.com
GWS Tool Group,gwstoolgroup.com,https://www.linkedin.com/company/gwstoolgroup,Machinery Manufacturing,Public Company,501-1000,9547,-,Tavares,Florida,United States,https://www.gwstoolgroup.com
Hawthorne Cat,hawthornecat.com,https://www.linkedin.com/company/hawthorne-cat,Machinery Manufacturing,Privately Held,501-1000,9483,1956,San Diego,California,United States,https://www.hawthornecat.com
Dürr,durr.com,https://www.linkedin.com/company/durr-ag,Machinery Manufacturing,Public Company,10001+,9463,-,Bietigheim,Baden-Wurttemberg,Germany,https://www.durr.com
Saacke Gmbh,saacke.com,https://www.linkedin.com/company/saacke-gmbh,Machinery Manufacturing,Public Company,1001-5000,9450,1931,Bremen,-,Germany,https://www.saacke.com
Zeppelin Systems Gmbh,zeppelin-systems.com,https://www.linkedin.com/company/zeppelin-systems-gmbh,Industrial Machinery Manufacturing,Public Company,1001-5000,9400,1950,Friedrichshafen,-,Germany,https://www.zeppelin-systems.com
Motion Asia Pacific,motionasiapac.com,https://www.linkedin.com/company/motion-asiapac,Industrial Machinery Manufacturing,Privately Held,1001-5000,9399,-,Chullora,Nsw,Australia,https://www.motionasiapac.com
Revcor,revcor.com,https://www.linkedin.com/company/revcor,Industrial Machinery Manufacturing,Privately Held,501-1000,9393,1946,Carpentersville,Illinois,United States,https://www.revcor.com
AIRSYS USA,airsysnorthamerica.com,https://www.linkedin.com/company/airsys-north-america,Machinery Manufacturing,Privately Held,501-1000,9345,2016,Greer,South Carolina,United States,https://www.airsysnorthamerica.com
Hf Group,hf-mixinggroup.com,https://www.linkedin.com/company/hf_group,Machinery Manufacturing,Public Company,1001-5000,9327,1848,Hamburg,-,Germany,https://www.hf-group.com
ADDMAN,addmangroup.com,https://www.linkedin.com/company/addman3d,Industrial Machinery Manufacturing,Privately Held,501-1000,9227,2020,Fort Myers,Florida,United States,https://www.addmangroup.com
Sew-Eurodrive Germany,sew-eurodrive.de,https://www.linkedin.com/company/sew-eurodrive-germany,Automation Machinery Manufacturing,Public Company,10001+,9186,1931,Bruchsal,-,Germany,https://www.sew-eurodrive.de
Mott Corporation,mottcorp.com,https://www.linkedin.com/company/mott-corporation,Industrial Machinery Manufacturing,Privately Held,501-1000,9173,1959,Plainville,Connecticut,United States,https://www.mottcorp.com
Butler Machinery,butlermachinery.com,https://www.linkedin.com/company/butler-machinery,Machinery Manufacturing,Privately Held,501-1000,9107,1955,Fargo,North Dakota,United States,https://www.butlermachinery.com
Mac Valves Inc,macvalves.com,https://www.linkedin.com/company/mac-valves-inc.,Automation Machinery Manufacturing,Privately Held,501-1000,9106,1948,Wixom,Michigan,United States,https://www.macvalves.com
Paul Mueller Company,paulmueller.com,https://www.linkedin.com/company/paulmuellercompany,Industrial Machinery Manufacturing,Public Company,501-1000,8995,1940,Springfield,Missouri,United States,https://www.paulmueller.com
Iwk Verpackungstechnik Gmbh,iwk.de,https://www.linkedin.com/company/iwk-verpackungstechnik-gmbh,Machinery Manufacturing,Privately Held,501-1000,8972,-,Stutensee,-,Germany,https://www.iwk.de
Lauda,lauda.de,https://www.linkedin.com/company/lauda,Machinery Manufacturing,Privately Held,501-1000,8963,1956,Lauda-Konigshofen,-,Germany,https://www.lauda.de
Zahoransky,zahoransky.com,https://www.linkedin.com/company/zahoransky-group,Machinery Manufacturing,Privately Held,501-1000,8961,1902,Todtnau,-,Germany,https://www.zahoransky.com
Bourgault Industries Ltd.,bourgault.com,https://www.linkedin.com/company/bourgault-industries-ltd.,Machinery Manufacturing,Privately Held,501-1000,8821,-,St. Brieux,Saskatchewan,Canada,https://www.bourgault.com
Zoeller Company,zoeller.com,https://www.linkedin.com/company/zoeller-company,Machinery Manufacturing,Privately Held,501-1000,8819,1939,Louisville,Kentucky,United States,https://www.zoeller.com
Bbs Automation Life Sciences,kahleautomation.com,https://www.linkedin.com/company/bbs-automation-life-sciences,Automation Machinery Manufacturing,Public Company,1001-5000,8812,-,Garching,-,Germany,https://www.bbsautomation.com
Doggett - John Deere,doggettequipment.com,https://www.linkedin.com/company/doggett-john-deere,Machinery Manufacturing,Privately Held,501-1000,8803,2005,Houston,Texas,United States,https://www.doggettequipment.com
American Equipment,aesusa.com,https://www.linkedin.com/company/american-equipment-holdings,Industrial Machinery Manufacturing,Privately Held,501-1000,8773,1969,South Salt Lake,Utah,United States,https://aesusa.com
Fulton,fulton.com,https://www.linkedin.com/company/fulton,Industrial Machinery Manufacturing,Privately Held,501-1000,8722,1949,Pulaski,New York,United States,https://www.fulton.com
Haver & Boecker Machinery Division,haverboecker.com,https://www.linkedin.com/company/haver-boecker-machinery-division,Machinery Manufacturing,Privately Held,1001-5000,8663,1887,Oelde,Nordrhein-Westfalen,Germany,https://www.haverboecker.com/en
Wheeler Machinery Co.,wheelercat.com,https://www.linkedin.com/company/wheelercat,Machinery Manufacturing,Privately Held,501-1000,8592,1951,Salt Lake City,Utah,United States,https://wheelercat.com/power
Emuge-Franken,emuge-franken.com,https://www.linkedin.com/company/emuge-franken,Industrial Machinery Manufacturing,Privately Held,1001-5000,8583,1920,Lauf An Der Pegnitz,Bayern,Germany,https://www.emuge-franken.com
Troax,troax.com,https://www.linkedin.com/company/troax-emea-americas,Industrial Machinery Manufacturing,Public Company,501-1000,8541,1955,Swindon,-,United Kingdom,https://www.troax.com
Rosenberg Ventilatoren GmbH,rosenberg-gmbh.com,https://www.linkedin.com/company/rosenberg-ventilatoren-gmbh,Machinery Manufacturing,Privately Held,1001-5000,8470,1981,Kunzelsau-Gaisbach,Baden-Wurttemberg,Germany,https://www.rosenberg-gmbh.com
Dmv,dmv-tubes.com,https://www.linkedin.com/company/dmvtubes,Fabricated Metal Products,Public Company,1001-5000,8370,2024,Mülheim An Der Ruhr,-,Germany,https://www.dmv-tubes.com
Oswar Group,oswargroup.com,https://www.linkedin.com/company/oswargroup,Industrial Machinery Manufacturing,Privately Held,10001+,8345,1845,Oxford,-,United Kingdom,https://www.oswargroup.com
Masa Group,masa-group.com,https://www.linkedin.com/company/masagroup,Industrial Machinery Manufacturing,Privately Held,501-1000,8335,1905,Andernach,-,Germany,https://www.masa-group.com
"Macallister Machinery - Novi, Mi",michigancat.com,https://www.linkedin.com/company/michigan-cat,Machinery Manufacturing,Privately Held,501-1000,8312,1944,Novi,Michigan,United States,https://www.michigancat.com
Clyde Bergemann Power Group,cbpg.com,https://www.linkedin.com/company/clyde-bergemann,Industrial Machinery Manufacturing,Privately Held,1001-5000,8297,1924,Wesel,-,Germany,https://www.cbpg.com
Fathom Digital Manufacturing,fathommfg.com,https://www.linkedin.com/company/fathommfg,Industrial Machinery Manufacturing,Privately Held,501-1000,8301,1984,Hartland,Wisconsin,United States,https://www.fathommfg.com
OASE,-,https://www.linkedin.com/company/oase,Machinery Manufacturing,Privately Held,501-1000,8261,-,Hörstel,North Rhine-Westphalia,Germany,https://www.oase.com
Waukesha Bearings Corporation,waukbearing.com,https://www.linkedin.com/company/waukesha-bearings-corporation,Machinery Manufacturing,Public Company,501-1000,8261,-,Pewaukee,Wisconsin,United States,https://www.waukbearing.com
KRONE GROUP,krone-group.com,https://www.linkedin.com/company/kronegroup,Machinery Manufacturing,Public Company,10001+,8261,1906,Spelle,-,Germany,https://www.krone-group.com
KNOLL Maschinenbau,knoll-mb.de,https://www.linkedin.com/company/knoll-maschinenbau,Machinery Manufacturing,Privately Held,501-1000,8259,1970,Bad Saulgau,Baden-Wurttemberg,Germany,https://www.knoll-mb.de
Oase,oase.com,https://www.linkedin.com/company/oase-professional,Machinery Manufacturing,Privately Held,501-1000,8240,-,Hörstel,-,Germany,https://www.oase.com
Sauer Compressors,sauercompressors.com,https://www.linkedin.com/company/sauer-compressors,Industrial Machinery Manufacturing,Privately Held,1001-5000,8238,1884,Kiel,-,Germany,https://www.sauercompressors.com
HÖRMANN Gruppe,hoermann-gruppe.com,https://www.linkedin.com/company/hoermann-gruppe,Machinery Manufacturing,Privately Held,1001-5000,8221,1955,Kirchseeon,-,Germany,https://www.hoermann-gruppe.com
Acs Group,acscorporate.com,https://www.linkedin.com/company/acs-group_2,Machinery Manufacturing,Privately Held,501-1000,8204,1916,New Berlin,Wisconsin,United States,https://www.acscorporate.com
Motion Australia,motionaus.com,https://www.linkedin.com/company/motionaustralia,Industrial Machinery Manufacturing,Privately Held,1001-5000,8190,-,Chullora,-,Australia,https://motionaus.com
Brady Services,bradyservices.com,https://www.linkedin.com/company/brady-services,Industrial Machinery Manufacturing,Privately Held,501-1000,8193,1962,Greensboro,North Carolina,United States,https://www.bradyservices.com
Thermoid,thermoid.com,https://www.linkedin.com/company/thermoid,Automation Machinery Manufacturing,Privately Held,501-1000,8134,1883,Bellefontaine,Ohio,United States,https://www.thermoid.com
Raypak,raypak.com,https://www.linkedin.com/company/officialraypak,Machinery Manufacturing,Privately Held,501-1000,8115,1947,Oxnard,-,United States,https://www.raypak.com
SPIROL,spirol.com,https://www.linkedin.com/company/spirol,Industrial Machinery Manufacturing,Privately Held,501-1000,8096,1948,Danielson,Connecticut,United States,https://www.spirol.com
Masipack Usa,masipack.com,https://www.linkedin.com/company/masipack-usa,Machinery Manufacturing,Privately Held,501-1000,8070,1987,Orlando,Florida,United States,https://www.masipack.com
Baldwin Technology,baldwintech.com,https://www.linkedin.com/company/baldwin-technology-company-inc-,Machinery Manufacturing,Privately Held,501-1000,8040,-,St. Louis,Missouri,United States,https://www.baldwintech.com
Optotech,optotech.net,https://www.linkedin.com/company/optotech-optikmaschinen-gmbh,Machinery Manufacturing,Self-Owned,501-1000,8040,1985,Wettenberg,-,Germany,https://www.optotech.net/en
Adaptalift Group,adaptalift.com.au,https://www.linkedin.com/company/adaptalift-group,Machinery Manufacturing,Privately Held,501-1000,7889,-,Melbourne,Vic,Australia,https://www.adaptalift.com.au
Lechler Group,lechler.com,https://www.linkedin.com/company/lechlergroup,Machinery Manufacturing,Privately Held,501-1000,7711,1879,Metzingen,-,Germany,https://www.lechler.com/de-en
Stoll By Karl Mayer,stoll.com,https://www.linkedin.com/company/stoll-by-karl-mayer,Machinery Manufacturing,Privately Held,501-1000,7638,1873,72770 Reutlingen-betzingen,-,Germany,https://www.stoll.com
Mahr,mahr.com,https://www.linkedin.com/company/mahr,Industrial Machinery Manufacturing,Public Company,1001-5000,7627,1861,Göttingen,-,Germany,https://www.mahr.com
Spe Industrial Partner Network,single-pair-ethernet.com,https://www.linkedin.com/company/single-pair-ethernet,Automation Machinery Manufacturing,Nonprofit,10001+,7626,2019,Rahden,Nordrhein-Westfalen,Germany,https://www.single-pair-ethernet.com/en
Crane 1 Services,crane1.com,https://www.linkedin.com/company/crane-1-services-inc,Machinery Manufacturing,Privately Held,501-1000,7564,2007,West Chester,Ohio,United States,https://www.crane1.com
Foerster Group,foerstergroup.com,https://www.linkedin.com/company/foerster-group,Machinery Manufacturing,Privately Held,501-1000,7563,1948,Reutlingen,Baden-Wurttemberg,Germany,https://www.foerstergroup.com
Mi-Jack Products,mi-jack.com,https://www.linkedin.com/company/mi-jack,Machinery Manufacturing,Privately Held,501-1000,7559,1955,Hazel Crest,Illinois,United States,https://www.mi-jack.com
"Integrity Tool & Mold, Inc",teamintegrity.com,https://www.linkedin.com/company/integrity-tool-&-mold-inc-,Machinery Manufacturing,Privately Held,501-1000,7534,2000,Oldcastle,Ontario,Canada,https://teamintegrity.com
Vactor Manufacturing,vactor.com,https://www.linkedin.com/company/vactor-manufacturing,Machinery Manufacturing,Public Company,501-1000,7499,1911,Streator,Illinois,United States,https://www.vactor.com
Clear Edge Filtration,clear-edge.com,https://www.linkedin.com/company/clear-edge-filtration,Industrial Machinery Manufacturing,Privately Held,501-1000,7478,1829,Minneapolis,Minnesota,United States,https://www.clear-edge.com
Geda Gmbh,geda.de,https://www.linkedin.com/company/geda-gmbh,Machinery Manufacturing,Public Company,501-1000,7462,1929,Asbach-bäumenheim,-,Germany,https://www.geda.de
ALD Vacuum Technologies GmbH,ald-vt.com,https://www.linkedin.com/company/ald-vacuum-technologies-gmbh,Machinery Manufacturing,Public Company,501-1000,7424,1994,Hanau,He,Germany,https://www.ald-vt.com
"Yinlun TDI, LLC",yinluntdi.com,https://www.linkedin.com/company/yinluntdi,Industrial Machinery Manufacturing,Public Company,501-1000,7406,-,Houston,Texas,United States,https://www.yinluntdi.com
Concentric AB,concentricab.com,https://www.linkedin.com/company/concentric-ab,Machinery Manufacturing,Public Company,1001-5000,7393,-,Redditch,-,United Kingdom,https://www.concentricab.com
Sunbelt Supply,sunbeltsupply.com,https://www.linkedin.com/company/sunbeltsupply,Industrial Automation,Privately Held,501-1000,7377,1978,Pasadena,Texas,United States,https://sunbeltsupply.com
Baumüller Nürnberg Gmbh,baumueller.com,https://www.linkedin.com/company/baumueller-nuernberg-gmbh,Automation Machinery Manufacturing,Privately Held,1001-5000,7357,1930,Nurnberg,Bayern,Germany,https://www.baumueller.com/en
Liftow Limited,liftow.com,https://www.linkedin.com/company/liftow-limited,Automation Machinery Manufacturing,Privately Held,501-1000,7324,1960,Mississauga,Ontario,Canada,https://www.liftow.com
Hitachi Industrial Equipment Systems Europe Gmbh,hitachicoding.com,https://www.linkedin.com/company/hitachi-industrial,Automation Machinery Manufacturing,Public Company,501-1000,7307,2002,Dusseldorf,Nordrhein-Westfalen,Germany,https://www.hitachi-industrial.eu
Geospace Technologies,geospace.com,https://www.linkedin.com/company/geospace-technologies,Industrial Machinery Manufacturing,Public Company,501-1000,7288,-,Houston,Texas,United States,https://www.geospace.com
"Lisega, Inc. Usa",lisega.com,https://www.linkedin.com/company/lisega-inc.-usa,Machinery Manufacturing,Privately Held,501-1000,7263,1964,Kodak,Tennessee,United States,https://www.lisega.com
Whirlwind Steel Buildings and Components,whirlwindsteel.com,https://www.linkedin.com/company/whirlwind-steel-buildings-inc,Fabricated Metal Products,Privately Held,501-1000,7255,1955,Houston,Texas,United States,https://www.whirlwindsteel.com
Azo Gmbh Co. Kg,azo.com,https://www.linkedin.com/company/azo-gmbh-co-kg,Industrial Automation,Self-Owned,1001-5000,7231,1949,Osterburken,-,Germany,https://www.azo.com
Star Cutter Company,starcutter.com,https://www.linkedin.com/company/star-cutter-company,Machinery Manufacturing,Privately Held,501-1000,7213,1927,Farmington Hills,Michigan,United States,https://www.starcutter.com
Senior Flexonics,seniorflexonicsusa.com,https://www.linkedin.com/company/senior-flexonics,Industrial Machinery Manufacturing,Public Company,501-1000,7147,-,Bartlett,Illinois,United States,https://www.seniorflexonicsusa.com
HEGLA GmbH & Co. KG,hegla.de,https://www.linkedin.com/company/hegla-gmbh-&-co-kg,Machinery Manufacturing,Self-Employed,501-1000,7122,1976,Beverungen,-,Germany,https://www.hegla.de
XCMG America Inc.,xcmg-usa.com,https://www.linkedin.com/company/xcmg-america-inc,Machinery Manufacturing,Public Company,501-1000,7107,-,Lawrenceville,Georgia,United States,https://xcmg-usa.com/products/excavators
Vogelsang GmbH & Co. KG,vogelsang.info,https://www.linkedin.com/company/vogelsang-gmbh-&-co.-kg,Machinery Manufacturing,Privately Held,1001-5000,7091,1929,-,-,Germany,https://www.vogelsang.info
DURAG GROUP,durag.com,https://www.linkedin.com/company/durag-group,Industrial Machinery Manufacturing,Privately Held,501-1000,7060,1948,Hamburg,-,Germany,https://www.durag.com
VOLLMER WERKE Maschinenfabrik GmbH,vollmer-group.com,https://www.linkedin.com/company/vollmerwerke,Machinery Manufacturing,Public Company,501-1000,7052,1909,-,-,Germany,https://www.vollmer-group.com
Spaleck Gmbh & Co. Kg,spaleck.de,https://www.linkedin.com/company/spaleck-gmbh-co-kg,Machinery Manufacturing,Public Company,501-1000,7024,1869,Bocholt,-,Germany,https://www.spaleck.de
Boll & Kirch Filterbau GmbH / BOLLFILTER,bollfilter.com,https://www.linkedin.com/company/boll-kirch-filterbau-gmbh,Machinery Manufacturing,Privately Held,501-1000,7022,1950,Kerpen,Nordrhein-Westfalen,Germany,https://www.bollfilter.com
"Fives Machining Systems, Inc. - Cincinnati",fivesgroup.com,https://www.linkedin.com/company/fivesmsi,Machinery Manufacturing,Privately Held,501-1000,6949,-,Hebron,Kentucky,United States,https://metal-cutting-composites.fivesgroup.com
Aqseptence Group,aqseptence.com,https://www.linkedin.com/company/aqseptence-group,Machinery Manufacturing,Privately Held,1001-5000,6914,-,Aarbergen,Hessen,Germany,https://www.aqseptence.com
M&R Printing Equipment,mrprint.com,https://www.linkedin.com/company/mrcompanies,Machinery Manufacturing,Privately Held,501-1000,6995,1985,Roselle,Illinois,United States,https://www.mrprint.com
Rena Technologies Gmbh,rena.com,https://www.linkedin.com/company/rena-technologies,Machinery Manufacturing,Public Company,1001-5000,6891,1993,Gütenbach,-,Germany,https://www.rena.com
Cross Company,crossco.com,https://www.linkedin.com/company/cross-company,Industrial Machinery Manufacturing,Privately Held,501-1000,6887,1954,Greensboro,North Carolina,United States,https://www.crossco.com
Cleco Production Tools,clecotools.com,https://www.linkedin.com/company/clecotools,Industrial Machinery Manufacturing,Privately Held,501-1000,6884,1894,Lexington,South Carolina,United States,https://www.clecotools.com
Aluminium Norf GmbH - Alunorf,alunorf.de,https://www.linkedin.com/company/aluminium-norf-gmbh-alunorf,Fabricated Metal Products,Public Company,1001-5000,6874,1965,Neuss,Nordrhein-Westfalen,Germany,https://www.alunorf.de/startseite
Mobile Climate Control,mcc-hvac.com,https://www.linkedin.com/company/mobile-climate-control,Industrial Machinery Manufacturing,Privately Held,501-1000,6866,1975,Vaughan,Ontario,Canada,https://www.mcc-hvac.com
Pneumatic Scale Angelus Bw Filling & Closing,psangelus.com,https://www.linkedin.com/company/pneumatic-scale,Machinery Manufacturing,Privately Held,501-1000,6831,1895,Stow,Ohio,United States,https://psangelus.com
Koenig & Bauer Digital & Webfed,koenig-bauer.com,https://www.linkedin.com/company/koenig-bauer-digital-webfed,Machinery Manufacturing,Public Company,5001-10000,6820,1817,Wurzburg,Bavaria,Germany,https://www.koenig-bauer.com
Motion – Canada,motioncanada.com,https://www.linkedin.com/company/motion-canada,Automation Machinery Manufacturing,-,501-1000,6812,-,Burnaby,British Columbia,Canada,https://www.motioncanada.com
Arrow Machine And Fabrication Group,arrowmfggroup.com,https://www.linkedin.com/company/arrow-manufacturing-and-fabrication-group,Machinery Manufacturing,Public Company,501-1000,6789,-,Guelph,Ontario,Canada,https://arrowmfggroup.com
Douglas Machine Inc,douglas-machine.com,https://www.linkedin.com/company/douglas-machine,Industrial Machinery Manufacturing,Partnership,501-1000,6788,1964,Alexandria,Minnesota,United States,https://www.douglas-machine.com
Kerr Pumps,kerrpumps.com,https://www.linkedin.com/company/kerr-pumps,Machinery Manufacturing,Privately Held,501-1000,6753,1946,Sulphur,Oklahoma,United States,https://www.kerrpumps.com
Tesla Automation GmbH,teslaautomation.de,https://www.linkedin.com/company/tesla-automation-gmbh,Machinery Manufacturing,Public Company,1001-5000,6749,-,Prum,Rheinland-Pfalz,Germany,https://teslaautomation.de
Peddinghaus Corporation,peddinghaus.com,https://www.linkedin.com/company/peddinghaus-corporation,Machinery Manufacturing,Privately Held,501-1000,6748,1903,Bradley,Illinois,United States,https://www.peddinghaus.com
Vecoplan Ag,vecoplan.com,https://www.linkedin.com/company/vecoplan-ag,Machinery Manufacturing,Public Company,501-1000,6746,1969,Bad Marienberg,-,Germany,https://www.vecoplan.com
Ruhlamat Group,ruhlamat.com.cn,https://www.linkedin.com/company/ruhlamat,Automation Machinery Manufacturing,Self-Owned,1001-5000,6743,-,Munich,California,Germany,https://www.ruhlamat.com.cn
PTSolutions,pts-tools.com,https://www.linkedin.com/company/ptsolutionsus,Automation Machinery Manufacturing,Public Company,501-1000,6730,1951,Novi,Michigan,United States,https://www.pts-tools.com
Euchner Gmbh Co. Kg,euchner.com,https://www.linkedin.com/company/euchner-gmbh-co-kg,Machinery Manufacturing,Privately Held,501-1000,6725,-,Leinfelden-Echterdingen,-,Germany,https://www.euchner.com
Tooling Tech Group,toolingtechgroup.com,https://www.linkedin.com/company/tooling-tech-group,Automation Machinery Manufacturing,Privately Held,501-1000,6687,1982,Fort Loramie,Ohio,United States,https://www.toolingtechgroup.com
Pytes Us & Canada,pytesusa.com,https://www.linkedin.com/company/pytes-usa,Electric Power Transmission; Control; and Distribution,Privately Held,501-1000,6683,2004,Ontario,California,United States,https://www.pytesusa.com
ProLift,prolifttoyota.com,https://www.linkedin.com/company/prolift-toyota,Machinery Manufacturing,Privately Held,501-1000,6677,1978,Louisville,Kentucky,United States,https://www.prolifttoyota.com
Smalley,smalley.com,https://www.linkedin.com/company/smalley-steel-ring-co,Industrial Machinery Manufacturing,Privately Held,501-1000,6677,1918,Lake Zurich,Illinois,United States,https://www.smalley.com
Crane Merchandising Systems,cranems.com,https://www.linkedin.com/company/cranemerchandising,Machinery Manufacturing,Public Company,501-1000,6667,-,Williston,South Carolina,United States,https://www.cranems.com
Pellerin Milnor Corporation,milnor.com,https://www.linkedin.com/company/pellerin-milnor-corporation,Machinery Manufacturing,Privately Held,501-1000,6634,1947,Kenner,Louisiana,United States,https://www.milnor.com
Rittal-Csm,rittal-csmcareers.co.uk,https://www.linkedin.com/company/ritta-csm,Industrial Machinery Manufacturing,Privately Held,501-1000,6631,-,Plymouth,England,United Kingdom,https://rittal-csmcareers.co.uk
Baxi Commercial,baxi.co.uk,https://www.linkedin.com/company/baxi-commercial-uk,Industrial Machinery Manufacturing,Privately Held,1001-5000,6625,-,Warwick,-,United Kingdom,https://www.baxi.co.uk/commercial
elumatec,elumatec.com,https://www.linkedin.com/company/elumatec-ag,Machinery Manufacturing,Self-Owned,501-1000,6624,1928,Muhlacker,Baden-Wurttemberg,Germany,https://www.elumatec.com
Camco Engineering,camcoeng.com.au,https://www.linkedin.com/company/camco-eng,Industrial Machinery Manufacturing,Privately Held,501-1000,6525,1994,Canning Vale,Western Australia,Australia,https://www.camcoeng.com.au
Petersen Inc.,peterseninc.com,https://www.linkedin.com/company/peterseninc,Machinery Manufacturing,Privately Held,501-1000,6501,1961,Ogden,Utah,United States,https://www.peterseninc.com
Erwin Junker Maschinenfabrik Gmbh,junker-group.de,https://www.linkedin.com/company/erwin-junker-maschinenfabrik-gmbh,Machinery Manufacturing,Public Company,1001-5000,6501,1962,Nordrach,-,Germany,https://www.junker-group.de
Maysteel Industries Llc,maysteel.com,https://www.linkedin.com/company/maysteel-llc,Fabricated Metal Products,Privately Held,501-1000,6477,1936,Allenton,Wisconsin,United States,https://www.maysteel.com
WAFIOS Aktiengesellschaft,wafios.de,https://www.linkedin.com/company/wafios-aktiengesellschaft,Machinery Manufacturing,Public Company,501-1000,6461,1893,Reutlingen,Baden-Wurttemberg,Germany,https://www.wafios.de
Rösler,rosler.com,https://www.linkedin.com/company/rosler-oberflaechentechnik,Machinery Manufacturing,Privately Held,1001-5000,6449,-,Untermerzbach,-,Germany,https://www.rosler.com/de/pflichtangaben
Urschel,urschel.com,https://www.linkedin.com/company/urschel,Machinery Manufacturing,Privately Held,501-1000,6437,1910,Chesterton,Indiana,United States,https://www.urschel.com
Scag Power Equipment,scag.com,https://www.linkedin.com/company/scag-power-equipment,Machinery Manufacturing,Privately Held,501-1000,6401,1983,Mayville,Wisconsin,United States,https://www.scag.com
Sunnen Products Company,sunnen.com,https://www.linkedin.com/company/sunnen-products-company,Machinery Manufacturing,Privately Held,501-1000,6393,1924,St. Louis,Missouri,United States,https://www.sunnen.com
AAF International (American Air Filter) Europe & Dinair,aafeurope.com,https://www.linkedin.com/company/aaf-europe,Industrial Machinery Manufacturing,Privately Held,501-1000,6370,1968,Heppenheim,Hessen,Germany,https://www.aafeurope.com
Mosca GmbH,mosca.com,https://www.linkedin.com/company/mosca-gmbh,Industrial Machinery Manufacturing,Privately Held,501-1000,6363,1966,Waldbrunn,-,Germany,https://www.mosca.com
Southern States Toyotalift,sstlift.com,https://www.linkedin.com/company/southern-states-toyotalift,Machinery Manufacturing,Privately Held,501-1000,6363,1952,Tampa,Florida,United States,https://www.sstlift.com
MAHA SE & Co. KG,maha.de,https://www.linkedin.com/company/maha-se,Machinery Manufacturing,Partnership,1001-5000,6362,1969,Haldenwang,Bavaria,Germany,https://www.maha.de/en
Jbt Marel Cutting,marel.com,https://www.linkedin.com/company/jbtmarelcutting,Machinery Manufacturing,Public Company,10001+,6362,1973,Oberlahr,-,Germany,https://jbtmarel.com
Itt Bornemann,bornemann.com,https://www.linkedin.com/company/itt-bornemann-usa-inc-,Machinery Manufacturing,Public Company,1001-5000,6357,1853,Obernkirchen,Lower Saxony,Germany,https://www.bornemann.com
RUD Ketten,rud.com,https://www.linkedin.com/company/rud-ketten-rieger-&-dietz-gmbh-u-co-kg,Machinery Manufacturing,Privately Held,1001-5000,6333,1875,Aalen,Baden-Wurttemberg,Germany,https://www.rud.com
Questas Group,questas.com.au,https://www.linkedin.com/company/questas-group,Industrial Machinery Manufacturing,Privately Held,501-1000,6316,-,Norwest,New South Wales,Australia,https://www.questas.com.au
Simonswerk Group,simonswerk.com,https://www.linkedin.com/company/simonswerk-gmbh,Fabricated Metal Products,Public Company,501-1000,6313,-,Rheda-wiedenbrück,-,Germany,https://www.simonswerk.com
Helmut Fischer Global,helmut-fischer.com,https://www.linkedin.com/company/helmut-fischer-global,Machinery Manufacturing,Privately Held,501-1000,6300,1953,Sindelfingen,Baden-Wurttemberg,Germany,https://www.helmut-fischer.com
Winkelmann Group,winkelmann-group.com,https://www.linkedin.com/company/winkelmann-group,Fabricated Metal Products,Privately Held,1001-5000,6239,-,Ahlen,-,Germany,https://www.winkelmann-group.com
SCHMID Group,schmid-group.com,https://www.linkedin.com/company/schmid-group,Industrial Machinery Manufacturing,Public Company,501-1000,6216,1864,Freudenstadt,Baden-Wurttemberg,Germany,https://schmid-group.com
IMA Schelling Group,imaschelling.com,https://www.linkedin.com/company/ima-schelling-group,Machinery Manufacturing,Public Company,1001-5000,6214,-,Lubbecke,Nordrhein-Westfalen,Germany,https://www.imaschelling.com
Otto Bihler Maschinenfabrik Gmbh & Co. Kg,bihler.de,https://www.linkedin.com/company/otto-bihler-maschinenfabrik-gmbh-&-co.-kg,Machinery Manufacturing,Privately Held,501-1000,6169,1953,Halblech,-,Germany,https://www.bihler.de
Kampf Gmbh,kampf.de,https://www.linkedin.com/company/kampf-gmbh,Machinery Manufacturing,Public Company,501-1000,6152,1920,Wiehl,-,Germany,https://www.kampf.de
KASTO Maschinenbau GmbH & Co. KG,kasto.com,https://www.linkedin.com/company/kasto,Machinery Manufacturing,Privately Held,501-1000,6134,1844,Achern,-,Germany,https://www.kasto.com
FFG Europe & Americas,ffg-ea.com,https://www.linkedin.com/company/ffg-fairfriendgroup,Machinery Manufacturing,Self-Owned,1001-5000,6126,1798,Eislingen,-,Germany,https://www.ffg-ea.com
Kettenwulf,kettenwulf.com,https://www.linkedin.com/company/kettenwulf,Industrial Machinery Manufacturing,Privately Held,501-1000,6126,1925,Eslohe-kückelheim,-,Germany,https://www.kettenwulf.com
Alpma Alpenland Maschinenbau Gmbh,alpma.com,https://www.linkedin.com/company/alpma-maschinenbau-gmbh,Machinery Manufacturing,Privately Held,501-1000,6118,1947,Rott Am Inn,-,Germany,https://www.alpma.com
