domain,company_name,company_linkedin,website,employees,employee_range,year_founded,company_type,industry,hq_city,hq_region,hq_country,description,campaign,config_slug,sourcing_reasoning
gruscapital.com,Grus Capital,https://www.linkedin.com/company/gruscapital,https://www.gruscapital.com,-,51-200,2014,Privately Held,Venture Capital and Private Equity Principals,New York,New York,United States,"Grus Capital Group is a Canadian-based private equity investment firm focused on driving growth and innovation in mid-market companies. We specialize in investments across the services, housing, beverage, healthcare, specialized industrials and consumer sectors.  Over the years, the investment team worked together in a variety of capacities, each played a role in transforming Science, EmC&Company from a local, one-plant business to the nation's leading provider of expertise healthcare and linen ",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: private equity, real estate investment, real estate development, startups, healthcare, it consulting, financing business, beverage), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
dayblink.com,DayBlink,https://www.linkedin.com/company/dayblink,https://dayblink.com,15,11-50,-,Privately Held,Venture Capital and Private Equity Principals,McLean,Virginia,United States,"DayBlink Venture's long-term economic goal is to wholly own and operate a diversified group of businesses that generate cash and consistently earn above average returns on the capital deployed. Our second choice is to own majority or minority stakes in similar businesses, attained through our external investment fund.    Portfolio companies share the following characteristics:  (1) Business opportunities that we can intimately understand  (2) With favorable long-term prospects (3) Built on a cul",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: seed stage, early state, growth stage, venture capital, real estate, healthcare, emerging markets, manufacturing, hospitality, travel, artificial intelligence, machine learning, entrepreneurship, investing, portfolio management, technology, blockchain, automation), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
miraicapital.global,MIRAI Capital Global,https://www.linkedin.com/company/mirai-capital-global,https://miraicapital.global,7,11-50,2023,Partnership,Venture Capital and Private Equity Principals,-,-,United States,Mirai Capital Global (MCG) is an Investment Management firm with an initial corpus of USD 1.5 Billion funded through a strategic partnership with the UAE Royal Family Office (RFO) of H.H. Sheikh Ahmed Bin Faisal Al Qassimi.   The primary Investment focus for MCG will be as “Fund-of-Funds” on Venture Capital and Private Equity entities that are eager to participate in high growth markets of India and UAE. The fund will also lead investments in selective start-ups and operative funds in the US and,NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
liquidmetalvc.com,LiquidMetal Ventures,https://www.linkedin.com/company/liquidmetal-ventures-%e8%a7%82%e6%ad%a3%e8%b5%84%e6%9c%ac,https://www.liquidmetalvc.com,9,11-50,2021,Partnership,Venture Capital and Private Equity Principals,Boston,Massachusetts,United States,"LiquidMetal Ventures is a Boston based, early-stage focused venture capital fund focusing on Energy&Sustainability, Biotech&Healthcare and AI&Robotics, with a mission backing bold and imaginative entrepreneurs from Seed to Series A with a wide connection in the Boston start-up communities and global market. The expert team, incubating service, and years of experience make sure entrepreneurs make the best out of their cooperation with the fund. With a tight connection with peer VC funds, LiquidMe",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
arrivatollc.com,Arrivato LLC,https://www.linkedin.com/company/arrivato-llc,https://arrivatollc.com,3,201-500,-,Privately Held,Venture Capital and Private Equity Principals,-,-,United States,"Arrivato LLC is a relationship management entity of our Private Capital & Asset Management activities built through relatable personalities and relational people with institutional intelligence across a family of companies.   We focus our activities on real estate, critical infrastructure assets, power generation, fiber, manufacturers, distributors, healthcare-related companies, professional services businesses, and special situations.",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
theseedpartners.com,The SEED Partners,https://www.linkedin.com/company/the-seed-partners,https://theseedpartners.com,1,11-50,2013,Privately Held,Venture Capital and Private Equity Principals,Minneapolis,Minnesota,United States,"The SEED Partners are a ventures group that incubates and invests in early stage healthcare technologies. Our team of experienced and successful entrepreneurs, operators, and investors have assembled a diverse set of resources which are necessary to optimize development and commercialization of early stage technologies.  Our Minneapolis based office includes a shared laboratory, collaborative work spaces and other turnkey resources.",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: equity partnerships, reseach and development), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
breakthewheel.com,Break the Wheel,https://www.linkedin.com/company/break-the-wheel,https://breakthewheel.com,2,11-50,2019,Privately Held,Venture Capital and Private Equity Principals,-,-,United States,"We build & accelerate for profit - mission driven unicorns to help billions worldwide. #education #corruption #climatechange #humanrights, #equalrights #healthcare",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
dchold.com,Diamond Castle Holdings,https://www.linkedin.com/company/diamond-castle-holdings-llc,https://www.dchold.com,5,11-50,2004,Privately Held,Venture Capital and Private Equity Principals,New York,New York,United States,"Diamond Castle is a private equity investment firm founded in 2004 with approximately $2.0 billion of capital raised to date. Our focus is on investments in the energy & power, financial services and healthcare sectors, as well as other diversified industries. We invest in partnership with management teams in a wide variety of transaction structures, including leveraged buyouts, recapitalizations, growth capital and equity-like investments.",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
-,"HEPCO Capital Management, LLC",https://www.linkedin.com/company/hepco-capital-management-llc,-,8,11-50,2016,Privately Held,Venture Capital and Private Equity Principals,-,-,United States,"HEPCO Capital Management, LLC is a private investment firm founded in 2016 by Jonathan and Edward Cohen. Our Company provides capital for growth investments from seed-stage to more mature, controlled investments focusing on software, healthcare, financials, and energy among other sectors. HEPCO, LLC is an experienced builder of businesses and sponsor of public entities, SPACS, MLPs, and REITs with over 40 billion dollars’ worth of investment experience.",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
cloudhealth.co,Cloud Health Euroventures,https://www.linkedin.com/company/cloud-health-euroventures,https://www.cloudhealth.co,10,11-50,-,Privately Held,Venture Capital and Private Equity Principals,-,-,United States,"Cloud Health Euroventures (CHEV) is a venture capital fund dedicated to transforming healthcare through digital innovation. We invest in early-stage digital health startups with a focus on Southeastern European talent and direct access to USA and EU markets.  Our team of seasoned investors, entrepreneurs, and biotech experts has a proven track record of building, scaling, and exiting successful healthcare and life sciences companies. We leverage our deep regional networks, strategic partnerships",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
anchormountain.ca,Anchor Mountain,https://www.linkedin.com/company/anchor-mountain,https://www.anchormountain.ca,6,201-500,2023,Privately Held,Venture Capital and Private Equity Principals,-,-,United States,"Privately held investment and development firm based in Calgary, Alberta.  An integrated platform investing in and operating companies across real estate, healthcare, industrial services, renewables and automotive. We partner with founders. We bring capital, operating expertise and culture to scale legacy enterprises.  People first. Enduring value follows.",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
cathay-capital.com,The Cathay Funds,https://www.linkedin.com/company/cathayfunds,https://www.cathay-capital.com,6,11-50,1992,Partnership,Venture Capital and Private Equity Principals,Stamford,Connecticut,United States,"The Cathay family of funds, managed by New China Capital Management, consists of five funds dedicated to direct investment in China with total invested capital of US$800 million.   Cathay typically originates and acts as either the sole or the lead equity investor, providing growth capital to fast-growing private companies across a wide range of industries, including consumer goods and services, TMT, distribution & logistics, healthcare, and manufacturing. Wherever and whenever needed, Cathay pr",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
-,Kneip Investment Group LLC,https://www.linkedin.com/company/kneip-investment-group,-,24,11-50,2007,Privately Held,Venture Capital and Private Equity Principals,Wausau,Wisconsin,United States,Privately Held Investment Firm.   Primary focus.  Automotive Industry-Healthcare-Technology (new space).,NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: operations management, liability analysis, finance, training, healthcare, investment, p&l analysis, coaching), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
aspirephysiciansolutions.com,Aspire Physician Solutions,https://www.linkedin.com/company/aspire-physician-solutions,https://aspirephysiciansolutions.com,5,11-50,-,Privately Held,Venture Capital and Private Equity Principals,Dallas,Texas,United States,"Aspire was founded with the sole purpose of partnering and supporting independent physician practices and other physician-centric healthcare companies, that are considering strategic and/or financial transactions with private equity firms, strategic buyers, hospitals, and healthcare systems.  We invest in physician practices and healthcare companies and partner with clinical and management teams to build market-leading care delivery organizations.  Aspire provides merger and acquisition leadersh",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
logoshelixpartners.com,Logos Helix Partners,https://www.linkedin.com/company/logos-helix-partners,https://logoshelixpartners.com,4,11-50,2025,Partnership,Venture Capital and Private Equity Principals,-,-,United States,"We fund entrepreneurs building transformative businesses in MedTech, Biotech, deep tech, AI, and blockchain. Our network brings together physicians, surgeons, finance professionals, engineers, and technology leaders from across the blockchain and AI ecosystems.",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: venture capital, blockchain, ai, angel investing, med tech, investment, bio tech, deep research), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
rockoakcapital.net,Rock Oak Capital Partners,https://www.linkedin.com/company/rock-oak-capital-partners,https://rockoakcap.com,4,501-1000,2016,Privately Held,Venture Capital and Private Equity Principals,Machesney Park,Illinois,United States,"Rock Oak Capital is a merchant bank focused on early-stage investment in technology and healthcare. We look to partner with visionaries who are poised for mid-stage growth and stand ready to reinvent markets.  Rock Oak Capital was founded by successful entrepreneurs who have built technology and healthcare companies from the ground up. Today, we’re eager to help smart people do the same. If you’re a startup in tech or healthcare and are looking for capital to grow from concept to commerce, conta",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
marketstreetventure.com,Market Street Venture,https://www.linkedin.com/company/market-street-venture,https://marketstreetventure.com,1,11-50,2011,Privately Held,Venture Capital and Private Equity Principals,Jersey City,New Jersey,United States,"Market Street Venture is a firm that focuses on “deep tech” start-ups in the medical field.  It specializes in robotics, tele-medicine, and innovative bio-tech.  It boasts a high rate of success when seeding start-ups in both North America and Europe; and has worked with successful incubators like Ignite, Highline Beta, Medtech, and StartupYard.",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
furpee.com,Furpee VC,https://www.linkedin.com/company/furpee-vc,https://www.furpee.com/vc,1,11-50,2024,Partnership,Venture Capital and Private Equity Principals,-,-,United States,"Furpee Venture Capital: Pioneering the Future of AI Innovation  Furpee Venture Capital is a forward-thinking investment firm dedicated to driving the next wave of technological advancement by focusing on companies at the forefront of artificial intelligence. Our mission is to support and nurture startups that are leveraging AI to transform industries, solve complex problems, and create innovative solutions that impact the world.  At Furpee, we believe in the transformative power of AI and its po",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: ai, venture capital), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
