sector_code,sector_name,company_name,website,domain,linkedin_url,matched_name,industry,employees,revenue,country,hq_city,about
AMSF,Abrasive Machining/Sawing/Finishing,"Dedeco International, Inc.",http://www.dedeco.com,dedeco.com,https://www.linkedin.com/company/dedeco-international-inc,"Dedeco International, Inc.",Industrial Machinery Manufacturing,5,-,US,Long Eddy,"DEDECO, formerly a product portfolio of 3M, has been a leading manufacturer of specialty abrasives to the dental and jewelry industries, worldwide, for 80 years.      Superior craf"
AMSF,Abrasive Machining/Sawing/Finishing,dopa GmbH,http://www.dopa-diatools.com,dopa-diatools.com,https://www.linkedin.com/company/dopa-diamond-tools,dopa diamond tools - Developing Efficiency,Machinery Manufacturing,45,-,DE,Berlin,"For over 35 years, dopa has developed and produced diamond tooling, consumables and machines for the production of precision components of various materials.  Based on this broad p"
AMSF,Abrasive Machining/Sawing/Finishing,"Doringer Cold Saws, Inc.",https://doringer.com/,doringer.com,https://www.linkedin.com/company/doringer,Doringer Cold Saws,Manufacturing,2,-,US,Gardena,-
AMSF,Abrasive Machining/Sawing/Finishing,DVS Technology Group,https://www.dvs-technology.com/en/dvs-group,dvs-technology.com,https://www.linkedin.com/company/dvs-technology-group,DVS Technology Group,Machinery Manufacturing,133,-,DE,Dietzenbach,"The DVS TECHNOLOGY GROUP is made up of Germany-based companies focusing on the turning, gear cutting, grinding and gear honing technologies. Besides engineering and manufacturing m"
AMSF,Abrasive Machining/Sawing/Finishing,"Eagle Superabrasives, Inc.",https://www.eaglesuperabrasives.com/,eaglesuperabrasives.com,https://www.linkedin.com/company/eagle-superabrasives-inc,"Eagle Superabrasives, Inc.",Machinery Manufacturing,10,-,US,Hickory,Eagle Superabrasives is a leader in Diamond and CBN grinding wheels. We manufacture high-end Diamond and CBN superabrasives for companies that had issues in the past with: Poor Dia
AMSF,Abrasive Machining/Sawing/Finishing,EANG LIAN CORPORATION,http://www.unionbrush.com,unionbrush.com,-,-,-,-,-,-,-,-
AMSF,Abrasive Machining/Sawing/Finishing,EBBCO INC.,https://www.ebbcoinc.com,ebbcoinc.com,https://www.linkedin.com/company/ebbco-inc,Ebbco Inc.,Manufacturing,21,-,US,New Baltimore,A leading international company focused on full service design/build manufacturing of metalworking filtration systems and filter vessels.
AMSF,Abrasive Machining/Sawing/Finishing,Ecoroll Corp. Tool Technology,http://www.ecoroll.com,ecoroll.com,https://www.linkedin.com/company/ecoroll-corporation-tool-technology,Ecoroll Corporation Tool Technology,Machinery Manufacturing,8,-,US,Milford,"ECOROLL Corporation Tool Technology is the sales office in Milford, Ohio of the ECOROLL AG in Celle, Germany. We are the leading manufacturer and developer of tools and machines fo"
AMSF,Abrasive Machining/Sawing/Finishing,EDM Performance Accessories,https://edmperformance.com/,edmperformance.com,https://www.linkedin.com/company/edm-performance-accessories,EDM Performance Accessories,Machinery Manufacturing,18,-,US,Brea,"EDM Performance Accessories is THE one stop shop for all your EDM Wire, EDM Sinker, Laser, and Waterjet Needs!   Featuring 10 warehousing locations nationwide and boasting nearly"
AMSF,Abrasive Machining/Sawing/Finishing,eldec Induction North America,http://www.eldecinduction-na.com,eldecinduction-na.com,-,-,-,-,-,-,-,-
AMSF,Abrasive Machining/Sawing/Finishing,EMAG LLC,https://www.emag.com,emag.com,https://www.linkedin.com/company/emaggroup,EMAG Group,Machinery Manufacturing,1147,-,DE,Salach,"The EMAG Group covers the entire spectrum of machining processes in the metalworking industry. Whether chucked components or shafts, the companies under the EMAG umbrella offer the"
AMSF,Abrasive Machining/Sawing/Finishing,Engis Corporation,https://www.engis.com/,engis.com,https://www.linkedin.com/company/engis-corporationpublic,Engis Corporation,Industrial Machinery Manufacturing,135,-,US,Wheeling,"BRINGING THE POWER OF SUPERABRASIVE FINISHING SYSTEMS TO INDUSTRY AROUND THE WORLD   Engis® offers an end-to-end systems approach, bringing the cost-effective, high-precision ben"
AMSF,Abrasive Machining/Sawing/Finishing,"Equipment, Ltd.",http://www.sawgrinder.com,sawgrinder.com,https://www.linkedin.com/company/equipmentltd1978,"Equipment, Ltd",Machinery Manufacturing,3,-,US,Hickory,"Equipment, ltd. has been a supplier of saw grinders and related saw shop supplies for the woodworking tool sharpening industry for over 40 years. We have represented some of the mo"
AMSF,Abrasive Machining/Sawing/Finishing,ERIEZ,https://www.eriez.com,eriez.com,https://www.linkedin.com/company/eriez-canada,Eriez-Canada,Mining,90,-,CA,Delta,"Eriez Flotation provides advanced engineering, metallurgical testing and innovative flotation technology for the mining and minerals processing industries. Strengths in process eng"
AMSF,Abrasive Machining/Sawing/Finishing,"Erwin Junker Machinery, Inc.",http://www.junker-group.com,junker-group.com,https://www.linkedin.com/company/erwin-junker-maschinenfabrik-gmbh,Erwin Junker Maschinenfabrik GmbH,Machinery Manufacturing,234,-,DE,Nordrach,"JUNKER, LTA, ZEMA – the companies which make up the JUNKER Group develop, produce and sell high-precision grinding machines for the metalworking industry, as well as filter systems"
AMSF,Abrasive Machining/Sawing/Finishing,"Faztek, LLC",https://faztek.net/,faztek.net,https://www.linkedin.com/company/faztek-llc,"Faztek, LLC",Industrial Automation,28,-,US,Fort Wayne,"Faztek has evolved from a standard commodity aluminum extrusion supplier into a full-service industrial solutions provider. By expanding our product offering, we have been able to "
AMSF,Abrasive Machining/Sawing/Finishing,"FISCHER USA, Inc.",https://www.fischerspindle.com/,fischerspindle.com,https://www.linkedin.com/company/fischer-spindle-group-ag,FISCHER Spindle Group AG,Machinery Manufacturing,111,-,CH,Herzogenbuchsee,"The family-run FISCHER Spindle Group, headquartered in Herzogenbuchsee, is a global leader in precise, fast and powerful rotation. It is a technology leader in precision spindle co"
AMSF,Abrasive Machining/Sawing/Finishing,"Fladder - Hansen & Hundebol, Incorporated",https://www.fladder.dk,fladder.dk,https://www.linkedin.com/company/fladder,Fladder,-,-,-,US,Doraville,-
AMSF,Abrasive Machining/Sawing/Finishing,FLP Microfinishing GmbH,http://www.nagelusa.com,nagelusa.com,https://www.linkedin.com/company/nagel-precision-inc-,Nagel Precision Inc.,Machinery Manufacturing,46,-,US,Ann Arbor,"NAGEL Precision Inc. is the world's leading specialist in the field of honing and superfinishing technology. For more than half a century, we have been giving our customers a valua"
AMSF,Abrasive Machining/Sawing/Finishing,"FLYING RAYS INTERNATIONAL TRADE CO., LTD.",http://www.flying-rays.com,flying-rays.com,-,-,-,-,-,-,-,-
AMSF,Abrasive Machining/Sawing/Finishing,"FOSHAN HUIBAISHENG LASER TECHNOLOGY CO.,LTD.",https://baisonlaser.com/,baisonlaser.com,https://www.linkedin.com/company/baisonlaser,BAISON LASER,Machinery Manufacturing,4,-,US,-,-
AMSF,Abrasive Machining/Sawing/Finishing,framag Industrieanlagenbau GmbH,https://www.framag.com,framag.com,https://www.linkedin.com/company/framag-industrieanlagenbau-gmbh,framag Industrieanlagenbau GmbH,Machinery Manufacturing,59,-,AT,Frankenburg,"We develop and manufacture customized circular saws and torch cutting machines for the steel industry as well as vibration-damping machine components, test rig components and compl"
AMSF,Abrasive Machining/Sawing/Finishing,G II Solutions,http://www.giisolutions.com,giisolutions.com,https://www.linkedin.com/company/g-ii-solutions-inc-,G Ii Solutions Inc,Machinery Manufacturing,2,-,US,Central,G II Solutions Inc. is a Grinding Industry company based out of United States. We Manufacture a complete line of Dressing and Truing spindles.
AMSF,Abrasive Machining/Sawing/Finishing,Gebr. Lennartz GmbH & Co.KG,https://www.lennartz.de/,lennartz.de,https://www.linkedin.com/company/gebr-lennartz-gmbh-co-kg,Gebr. Lennartz GmbH & Co. KG,Industrial Machinery Manufacturing,10,-,DE,Remscheid,"Rely on over 120 years of experience in the production of saw blades:  As a technical pioneer, LENNARTZ created the world’s first carbide-tipped circular saw blade for steel machin"
AMSF,Abrasive Machining/Sawing/Finishing,Gehring LP,http://www.gehring-group.com,gehring-group.com,https://www.linkedin.com/company/gehring-technologies-gmbh,Gehring Technologies GmbH,Machinery Manufacturing,118,-,DE,Ostfildern,"With more than 90 years of experience, the Gehring Group is the world market leader in fine machining and develops technologies for highly efficient conventional and electrified po"
AMSF,Abrasive Machining/Sawing/Finishing,"GenenTech Co.,Ltd",https://www.genentech-abrasives.com,genentech-abrasives.com,-,-,-,-,-,-,-,-
AMSF,Abrasive Machining/Sawing/Finishing,GMN Bearing USA,https://www.gmnbt.com/,gmnbt.com,https://www.linkedin.com/company/gmn-bearing-usa,GMN Bearing USA,Machinery Manufacturing,12,-,US,Katy,"GMN Bearing USA opened in 1994 and is located in Houston, Texas. We are a precision component supplier of GMN manufactured products.  Our mission is to be a full-cycle resource for"
AMSF,Abrasive Machining/Sawing/Finishing,GMN USA,http://www.gmnusa.com,gmnusa.com,https://www.linkedin.com/company/gmn-usa,GMN USA,Machinery Manufacturing,18,-,US,Bristol,GMN is a world leading manufacturer of precision ball bearings and high frequency grinding and machining spindles. We provide innovative spindle solutions to meet the demands of in
AMSF,Abrasive Machining/Sawing/Finishing,GrindingHub America,http://www.grindinghub-americas.com,grindinghub-americas.com,-,-,-,-,-,-,-,-
AMSF,Abrasive Machining/Sawing/Finishing,Guardian Bandsaw,https://www.guardianbandsaw.com/,guardianbandsaw.com,https://www.linkedin.com/company/guardianbandsaw,Guardian Bandsaw,Machinery Manufacturing,14,-,US,Omaha,Guardian's vision safety bandsaws prevent accidents in meat processing and industrial manufacturing.
AMSF,Abrasive Machining/Sawing/Finishing,Haberle / Ken Bergman & Associates LLC,http://www.haberleusa.com,haberleusa.com,https://www.linkedin.com/company/ken-bergman-&-associates-llc,Ken Bergman & Associates Llc,-,1,-,US,Oak Lawn,-
AMSF,Abrasive Machining/Sawing/Finishing,"Hangsterfer's Laboratories, Incorporated",https://www.hangsterfers.com/,hangsterfers.com,https://www.linkedin.com/company/hangsterfer's-laboratories-inc-,"Hangsterfer's Laboratories, Inc.",Chemical Manufacturing,31,-,US,Mantua,"Hangsterfer’s Laboratories, Inc. specializes in the research, development and manufacture of a full-line of REACH compliant metalworking lubricants. This includes emulsifiable oils"
AMSF,Abrasive Machining/Sawing/Finishing,Hanyang Filters and Engineering Corp.,http://www.hyfilter.com,hyfilter.com,-,-,-,-,-,-,-,-
AMSF,Abrasive Machining/Sawing/Finishing,HE&M Saw,https://www.hemsaw.com/,hemsaw.com,https://www.linkedin.com/company/hemsaw,HE&M Saw,Industrial Machinery Manufacturing,115,-,US,Pryor,"For over 50 years HE&M Saw has been the leader in new band saw technology,  setting the standard with more patented innovations than any other band saw manufacturer in the world. "
AMSF,Abrasive Machining/Sawing/Finishing,"Hengerda New Materials (Fujian) Co.,Ltd.",https://www.hengerda.com/en,hengerda.com,-,-,-,-,-,-,-,-
AMSF,Abrasive Machining/Sawing/Finishing,Hertz Kompressoren USA,http://www.hertz-kompressoren.com,hertz-kompressoren.com,https://www.linkedin.com/company/hertzkompressoren,Hertz Kompressoren,Machinery Manufacturing,38,-,DE,Bamberg,"Hertz Kompressoren – Smart, Efficient, Sustainable. With over 20 years of engineering excellence, Hertz Kompressoren delivers advanced compressed air systems designed for performan"
AMSF,Abrasive Machining/Sawing/Finishing,Hoffmann Filter Corporation,http://www.hoffmannfilter.com,hoffmannfilter.com,https://www.linkedin.com/company/hoffmann-filter-corporation,Hoffmann Filter Corporation,Machinery Manufacturing,15,-,US,Brighton,"Hoffmann Filter Corporation was founded by Georg Hoffmann in May of 1984 in Novi, Michigan as a sales office for Hoffmann Maschinen- und Apparatebau GmbH in Germany. Due to enormou"
AMSF,Abrasive Machining/Sawing/Finishing,"HSIN HUAN LUNG MACHINE INDUSTRIAL CO., LTD",https://www.derfang.com.tw/index_en.php,derfang.com.tw,-,-,-,-,-,-,-,-
AMSF,Abrasive Machining/Sawing/Finishing,HYDMECH,http://www.hydmech.com,hydmech.com,https://www.linkedin.com/company/hyd-mech-group-limited,HYDMECH,Machinery Manufacturing,73,-,CA,Woodstock,"Manufacturer of Band Saws, Cold Saws, and Material Handling Solutions for the Metalworking Industry. Celebrating it's 45th anniversary, HYDMECH is the largest North American band s"
AMSF,Abrasive Machining/Sawing/Finishing,IBAG North America,http://www.ibagnorthamerica.com,ibagnorthamerica.com,https://www.linkedin.com/company/burmco-inc-,Burmco Inc,Machinery Manufacturing,1,-,US,-,-
AMSF,Abrasive Machining/Sawing/Finishing,IDEA INDUCTION LLC,https://idea-induction.com,idea-induction.com,https://www.linkedin.com/company/idea-induction,IDEA INDUCTION LLC,Appliances; Electrical; and Electronics Manufacturing,27,-,US,Auburn Hills,"IDEA INDUCTION LLC provides turnkey induction heating and induction hardening systems designed to maximize efficiency, improve part quality and reduce manufacturing costs. Our cust"
AMSF,Abrasive Machining/Sawing/Finishing,Infranor Inc.,https://infranorusa.com/,infranorusa.com,https://www.linkedin.com/company/infranor-usa,Infranor USA,Automation Machinery Manufacturing,4,-,US,Wilmington,At Infranor our primary goal is to improve our customer's machine performance and value.  For nearly 50 years we have been developing leading-edge technology and optimized solution
AMSF,Abrasive Machining/Sawing/Finishing,INGERSOLL USA,http://www.ingersollusa.com,ingersollusa.com,https://www.linkedin.com/company/ingersollusa,"Ingersoll USA, LLC",Machinery Manufacturing,28,-,US,Midland,"Ingersoll USA, LLC is a specialized machinery manufacturing company with headquarters in Farmington Hills, MI and main office based at 3505 Centennial Dr, Midland, Michigan, United"
AMSF,Abrasive Machining/Sawing/Finishing,International Tool Machines,https://floridagrinding.com/,floridagrinding.com,-,-,-,-,-,-,-,-
AMSF,Abrasive Machining/Sawing/Finishing,"Iwata Saw Mfg. Co., Ltd.",https://iwasaw.com,iwasaw.com,https://www.linkedin.com/company/%e7%a3%90%e7%94%b0%e5%88%83%e7%89%a9%ef%bc%88%e6%a0%aa%ef%bc%89,磐田刃物(株),-,-,-,JP,-,-
AMSF,Abrasive Machining/Sawing/Finishing,"Jainnher Machine Co., LTD.",http://www.jainnher.com,jainnher.com,https://www.linkedin.com/company/jainnher-machine,"JAINNHER MACHINE CO.,LTD",Machinery Manufacturing,6,-,TW,-,"OUR PHILOSOPHY  Since 1982 JAINNHER MACHINE CO., LTD. has excelled in the development of centerless grinding technology. Dedicated to advancements in diversity and automation, we a"
AMSF,Abrasive Machining/Sawing/Finishing,JF Berns,http://www.jfberns.com,jfberns.com,https://www.linkedin.com/company/j.f.-berns-company-inc.,"JF Berns Company, Inc.",Mechanical Or Industrial Engineering,25,-,US,Cincinnati,"JF Berns Company manufactures high quality CNC Lathe and Bar Feeding accessories to increase your machining productivity.  Products include spindle liners, bar chamfering machines,"
AMSF,Abrasive Machining/Sawing/Finishing,"JIUH-YEH PRECISION MACHINERY CO., LTD.",http://www.jiuhyeh.com,jiuhyeh.com,https://www.linkedin.com/company/%e9%89%85%e6%a5%ad%e7%b2%be%e6%a9%9f%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8,鉅業精機股份有限公司,-,-,-,TW,大里區,-
AMSF,Abrasive Machining/Sawing/Finishing,JLH Saws International Inc.,http://www.jlhsaws.com,jlhsaws.com,https://www.linkedin.com/company/jlh-saws-international,JLH Saws International,Industrial Machinery Manufacturing,8,-,US,Cypress,"🌍 JLH Saws Innovating the Future of Sawing JLH Saws International Inc. (JLH USA) is a wholly owned subsidiary of Zhejiang Julihuang Industrial Technology Co., Ltd. (JLH Industries,"
AMSF,Abrasive Machining/Sawing/Finishing,"KAO MING MACHINERY INDUSTRIAL CO., LTD.",http://www.kaoming.com,kaoming.com,-,-,-,-,-,-,-,-
AMSF,Abrasive Machining/Sawing/Finishing,"KASTO, Inc.",http://www.kasto.com,kasto.com,https://www.linkedin.com/company/kasto,KASTO Maschinenbau GmbH & Co. KG,Machinery Manufacturing,172,-,DE,Achern,KASTO Maschinenbau GmbH & Co. KG is technology leader in sawing and storing of metal bar stock and sheet metal. The steeped in tradition company with more than 175 years of history
AMSF,Abrasive Machining/Sawing/Finishing,Koellmann Gear Corporation,https://koellmann-gear.com/en/,koellmann-gear.com,https://www.linkedin.com/company/koellmann-gear-&-airtec,Koellmann Gear & Airtec,-,1,-,DE,Wuppertal,-
AMSF,Abrasive Machining/Sawing/Finishing,Komline,https://www.komline.com,komline.com,https://www.linkedin.com/company/komline,Komline,Machinery Manufacturing,163,-,US,Peapack,"Komline is a global leader in advanced Separation Technologies, delivering innovative equipment that keeps industries running and communities thriving. Since 1946, we’ve built a re"
AMSF,Abrasive Machining/Sawing/Finishing,Lapmaster Wolters,https://www.lapmaster-wolters.com,lapmaster-wolters.com,https://www.linkedin.com/company/lapmaster-international-llc,Precision Surfacing Solutions - formerly  Lapmaster Wolters,Machinery Manufacturing,92,-,US,Mount Prospect,"In today's technologically advanced world, there are a growing number of applications where conventional machining techniques just aren't accurate enough to meet precision surfacin"
AMSF,Abrasive Machining/Sawing/Finishing,Leistritz Advanced Technologies Corp.,https://leistritzcorp.com/machine-tools/,leistritzcorp.com,https://www.linkedin.com/company/leistritz-corporation,Leistritz Advanced Technologies Corp.,Oil and Gas,37,-,US,Allendale,"LEISTRITZ ADVANCED TECHNOLOGIES CORP serves the US, Canadian and Latin American markets with Positive Displacement Pumps, Machine Tools, Turbine Components, and Extrusion technolog"
AMSF,Abrasive Machining/Sawing/Finishing,LENOX,http://www.cutwithlenox.com,cutwithlenox.com,https://www.linkedin.com/company/lenox_2,LENOX®,Manufacturing,267,-,US,East Longmeadow,"We began in 1915 with a 10-employee team and a passion for bringing customers faster-cutting, longer-lasting hacksaw blades. Now, more than 100 years later, our passion hasn't chan"
AMSF,Abrasive Machining/Sawing/Finishing,LINSINGER Austria,http://www.linsinger.com,linsinger.com,https://www.linkedin.com/company/linsinger,LINSINGER,Industrial Machinery Manufacturing,155,-,AT,Steyrermuhl,"LINSINGER Austria is a company which has gone global through innovation, thereby establishing a leading position in a highly specialized niche market. LINSINGER has more than 400 e"
AMSF,Abrasive Machining/Sawing/Finishing,Loadsmart,http://www.loadsmart.com,loadsmart.com,https://www.linkedin.com/company/loadsmart,Loadsmart,Transportation; Logistics; Supply Chain and Storage,523,-,US,Chicago,"Loadsmart offers logistics solutions powered by industry experts and next-gen technology that lower costs, increase efficiency, and digitize transportation. From Planning, Optimiza"
AMSF,Abrasive Machining/Sawing/Finishing,"Machine Control Technologies, Inc.",https://machinecontroltechnologies.com/,machinecontroltechnologies.com,https://www.linkedin.com/company/machine-control-technologies-inc.,"Machine Control Technologies, Inc.",Machinery Manufacturing,5,-,US,Corona,Machine Control Technologies is committed to providing high-precision CNC tool and cutter grinding machines. We custom-build every machine with personalized software and hardware s
AMSF,Abrasive Machining/Sawing/Finishing,MAE Group / Kesel Group,https://www.mae-eitel.com,mae-eitel.com,https://www.linkedin.com/company/maegroup-us,"MAE-Eitel, Inc.",Industrial Machinery Manufacturing,35,-,US,Orwigsburg,"We are a manufacturing company located in Orwigsburg, PA.  Our core business is in the design and manufacture of straightening machinery and material handling systems for the autom"
AMSF,Abrasive Machining/Sawing/Finishing,Manufacturing Automated Solutions (MAS),https://manufacturingautomated.com,manufacturingautomated.com,https://www.linkedin.com/company/manufacturing-automated-solutions,Manufacturing Automated Solutions,Industrial Automation,8,-,US,Earth City,"MANUFACTURING AUTOMATED SOLUTIONS, With over 30 years of experience, we help automate manufacturing operations such assembly, filling, packaging, machine tending, palletizing etc. "
AMSF,Abrasive Machining/Sawing/Finishing,Master Finish Company,http://www.masterfinishco.com,masterfinishco.com,https://www.linkedin.com/company/master-finish-company,Master Finish Company,Motor Vehicle Manufacturing,40,-,US,Grand Rapids,High-volume metal plating company serving OEM manufacturers with metal plating and metal finishing needs throughout the United States and Canada.
AMSF,Abrasive Machining/Sawing/Finishing,Matrix Machine Tool (Coventry) Ltd.,https://www.matrix-machine.tw,matrix-machine.tw,https://www.linkedin.com/company/luren-precision-chicago-co-ltd-,Choussen Enterprise Co.,Industrial Machinery Manufacturing,13,-,CN,"50 Zhongxiao Road, 13F-1, Hsinchu City","Harmonic reducers, robot joint modules, and AGV wheels"
AMSF,Abrasive Machining/Sawing/Finishing,"Micron-USA, Inc.",http://www.micronusa.com,micronusa.com,https://www.linkedin.com/company/micron-machine-co,Micron Machine Co,Industrial Machinery Manufacturing,5,-,US,Poway,"Micron USA is a global leader in the centerless and internal grinding industry. Micron, Innovations in Grinding."
AMSF,Abrasive Machining/Sawing/Finishing,MMT,https://www.mmt-inc.com,mmt-inc.com,https://www.linkedin.com/company/mmt-medical-device-manufacturing,MMT,Machinery Manufacturing,169,-,US,-,"Your sole source solution for automated, process-driven medical manufacturing.  Medical Manufacturing Technologies (MMT) offers manufacturing-as-a-service that combines application"
AMSF,Abrasive Machining/Sawing/Finishing,Molemab Superabrasives USA,https://www.molemab.com,molemab.com,https://www.linkedin.com/company/molemab,molemab spa,Abrasives and Nonmetallic Minerals Manufacturing,86,-,IT,Ome,"Founded in 1961 in Ome, Brescia, Molemab S.p.A. has grown to become an international reference point in abrasive solutions. Today we manufacture in Italy, the United States, Austri"
AMSF,Abrasive Machining/Sawing/Finishing,Nagel Precision Inc.,https://www.nagelusa.com,nagelusa.com,https://www.linkedin.com/company/nagel-precision-inc-,Nagel Precision Inc.,Machinery Manufacturing,46,-,US,Ann Arbor,"NAGEL Precision Inc. is the world's leading specialist in the field of honing and superfinishing technology. For more than half a century, we have been giving our customers a valua"
AMSF,Abrasive Machining/Sawing/Finishing,"NIDEC MACHINE TOOL AMERICA, LLC.",https://nidec-machinetoolamerica.com/,nidec-machinetoolamerica.com,https://www.linkedin.com/company/nidec-machine-tool-america-llc,NIDEC MACHINE TOOL AMERICA LLC,Machinery Manufacturing,19,-,US,Wixom,"NIDEC MACHINE TOOL AMERICA supports, services and sells gear manufacturing machines and cutting tools: gear hobbers, gear shapers, gear shavers, gear skiving machines, gear grinder"
AMSF,Abrasive Machining/Sawing/Finishing,Nissei USA Inc.,https://www.nisseiddg-usa.com,nisseiddg-usa.com,https://www.linkedin.com/company/nissei-usa,Nissei USA Inc,Machinery Manufacturing,4,-,US,Livonia,"Started in 1979, Nissei developed the first Double Disc Grinder to grind brittle ceramics with diamond grinding wheels. The unique box frame design with no spindle overhang has the"
AMSF,Abrasive Machining/Sawing/Finishing,"Noritake U.S.A., Inc.",https://www.noritake-abrasives.com/,noritake-abrasives.com,https://www.linkedin.com/company/noritake-abrasives,Noritake Abrasives,-,2,-,US,Mason,-
AMSF,Abrasive Machining/Sawing/Finishing,Norton / Saint-Gobain Abrasives,https://www.nortonabrasives.com/en-us,nortonabrasives.com,https://www.linkedin.com/company/saint-gobain-abrasivos-adhesivos-colombia,Saint-Gobain Abrasivos - Adhesivos COL & CAC,Wholesale Building Materials,53,-,CO,-,"Saint-Gobain Abrasivos emplea a casi 11.000 personas en 64 plantas de fabricación en 27 países.   En Saint-Gobain Abrasivos se fomenta y se reconoce la iniciativa, la colaboración "
AMSF,Abrasive Machining/Sawing/Finishing,O.ERRE.PI Machine Tool,http://www.nagelusa.com,nagelusa.com,https://www.linkedin.com/company/nagel-precision-inc-,Nagel Precision Inc.,Machinery Manufacturing,46,-,US,Ann Arbor,"NAGEL Precision Inc. is the world's leading specialist in the field of honing and superfinishing technology. For more than half a century, we have been giving our customers a valua"
AMSF,Abrasive Machining/Sawing/Finishing,Oberlin Filter Company,https://www.oberlinfilter.com,oberlinfilter.com,https://www.linkedin.com/company/oberlinfiltercompany,Oberlin Filter Company,Machinery Manufacturing,60,-,US,Pewaukee,"Oberlin Filter Company has always been guided by one thought: making filters that really work. We have an excellent group of experienced engineers, salesmen, designers, welders, pl"
AMSF,Abrasive Machining/Sawing/Finishing,Odoo Inc.,https://www.odoo.com/,odoo.com,https://www.linkedin.com/company/odoo,Odoo,Software Development,8886,-,BE,Louvain-la-Neuve,"Odoo is an open-source suite of integrated business applications actively programmed, supported, and organized by Odoo SA. Odoo is similar to many open-source projects where custom"
AMSF,Abrasive Machining/Sawing/Finishing,"oelheld U.S., Inc.",http://www.oelheld.com,oelheld.com,https://www.linkedin.com/company/oelheldusa,"oelheld U.S., Inc.",Chemical Manufacturing,11,-,US,West Dundee,"oelheld U.S., Inc. is a German independent, family-owned manufacturer of specialty lubricants for the metalworking industry. We provide high-quality lubricants and coolants to a wi"
AMSF,Abrasive Machining/Sawing/Finishing,"OHIO TOOL WORK, LLC",https://www.ohiotoolworks.com/,ohiotoolworks.com,https://www.linkedin.com/company/ohio-tool-works,Ohio Tool Works,Machinery Manufacturing,31,-,US,Ashland,"For information about Ohio Tool Works and its leading lineup of honing machines, tooling, and abrasives, please visit: www.ohiotoolworks.com.  The Company: Founded in 2004 and h"
AMSF,Abrasive Machining/Sawing/Finishing,Okamoto Corporation,http://www.okamotocorp.com,okamotocorp.com,https://www.linkedin.com/company/okamotocorp,Okamoto Corporation,Machinery Manufacturing,146,-,US,Vernon Hills,"Worldwide Leader in Emerging Abrasive Technology  For any grinding projects, Okamoto is the most diverse grinding company in the world. Okamoto offers variety of capabilities in in"
AMSF,Abrasive Machining/Sawing/Finishing,OSCAR E.D.M. COMPANY LTD.,http://www.oscaredm.com,oscaredm.com,https://www.linkedin.com/company/oscarmax,Oscarmax Oscar Edm Electrical Discharge Machine,Machinery Manufacturing,6,-,TW,Taichung,Persistent Quality and Performance Consistent Technology and Worth Service and Enthusiasm Oriented Keep Innovations and Breakthroughs
AMSF,Abrasive Machining/Sawing/Finishing,"Pacer Industries, Inc.",https://pacergrindingwheels.com,pacergrindingwheels.com,https://www.linkedin.com/company/pacer-industries-inc,"Pacer Industries, Inc.",Machinery Manufacturing,12,-,US,Coatesville,"Pacer Industries Inc. is a North American, family owned and operated company with over 45 years experience manufacturing high-performance centerless grinding wheels and roll grindi"
AMSF,Abrasive Machining/Sawing/Finishing,"PALMARY MACHINERY CO., LTD.",http://www.palmary.com,palmary.com,https://www.linkedin.com/company/palmary-machinery-company-limited,Palmary Machinery Company Limited,Machinery Manufacturing,34,-,TW,Taichung City,"PALMARY Machinery Co., Ltd., was founded in Taichung, Taiwan since 1998. Two production bases with 20,000 square meters space, we produce kinds of centerless grinders, cylindrical "
AMSF,Abrasive Machining/Sawing/Finishing,"PAO FONG INDUSTRY CO., LTD.",http://www.paofong.com.tw,paofong.com.tw,-,-,-,-,-,-,-,-
AMSF,Abrasive Machining/Sawing/Finishing,"Pat Mooney, Inc.",http://www.patmooneysaws.com,patmooneysaws.com,https://www.linkedin.com/company/patmooneysaws,Pat Mooney Saws,Machinery Manufacturing,22,-,US,Addison,"Pat Mooney Saws is headquartered in Addison, IL. We have a total of 50,000 sq. ft. with 10,000 sq. ft. dedicated to our Training and Technical Center that houses over 15 machines u"
AMSF,Abrasive Machining/Sawing/Finishing,Productive Robotics LLC,http://www.productiverobotics.com,productiverobotics.com,https://www.linkedin.com/company/productiverobotics,"Productive Robotics, Llc",Industrial Automation,28,-,US,Carpinteria,"OB7 cobots are the simplest, most flexible, and cost effective collaborative robots. With zero programming, existing staff can setup and operate OB7 instantly to automate thousands"
AMSF,Abrasive Machining/Sawing/Finishing,Rayder Machinery Corporation,https://www.focaseiki.com.tw/,focaseiki.com.tw,-,-,-,-,-,-,-,-
AMSF,Abrasive Machining/Sawing/Finishing,Reinecker America,https://werkzeugschleifen.de/en/,werkzeugschleifen.de,https://www.linkedin.com/company/ulmer-werkzeugschleiftechnik-gmbh-co-kg,Ulmer Werkzeugschleiftechnik GmbH & Co. KG,Machinery Manufacturing,20,-,DE,Ulm,the entire process chain in tool grinding comes from a single source !
AMSF,Abrasive Machining/Sawing/Finishing,ROHM,https://www.roehm.biz/en/,roehm.biz,https://www.linkedin.com/company/roehmgmbh,RÖHM Clamping,Mechanical Or Industrial Engineering,189,-,DE,Sontheim / Brenz,"RÖHM - Clamping Technology made in Germany  RÖHM's areas of expertise are the basis for our customers'​ success.  On this basis, we ensure that your interests are looked after in t"
